Node Number	Directional Heat Flux (W/m²)
44544	4.6049e-007
44545	9.0525e-007
44546	-7.4875e-007
44547	3.6264e-007
44548	-2.8242e-007
44549	7.8082e-007
44550	-8.9395e-008
44551	-5.9753e-008
44552	-8.076e-009
44553	-6.0741e-008
44554	-6.7565e-008
44555	-6.2178e-008
44556	-7.6446e-008
44557	4.0054e-008
44558	-9.956e-009
44559	-1.4803e-007
44560	6.3879e-008
44561	-1.28e-007
44562	2.0131e-010
44563	3.391e-008
44564	2.1829e-008
44565	-1.0792e-007
44566	-5.6845e-008
44567	1.31e-008
44568	1.1518e-007
44569	2.8765e-009
44570	5.429e-008
44571	-4.5696e-008
44572	1.3042e-007
44573	-4.8211e-008
44574	4.144e-008
44575	-1.1679e-009
44576	4.2222e-008
44577	3.5044e-008
44578	5.569e-008
44579	1.1752e-007
44580	-7.5059e-008
44581	-3.273e-009
44582	-7.808e-008
44583	-2.1606e-007
44584	1.8266e-008
44585	8.5683e-009
44586	2.3368e-008
44587	-7.9721e-008
44588	4.8063e-009
44589	1.7975e-007
44590	-1.5374e-007
44591	-3.3204e-008
44592	1.4453e-007
44593	-2.7159e-008
44594	1.2303e-008
44595	2.8533e-008
44596	5.7483e-008
44597	-3.5352e-008
44598	-2.6117e-008
44599	1.0615e-008
44600	-3.3006e-009
44601	8.311e-009
44602	2.6324e-010
44603	-1.1996e-007
44604	1.0718e-007
44605	5.163e-008
44606	-1.35e-008
44607	-2.8563e-008
44608	3.5802e-008
44609	-2.8786e-008
44610	3.1143e-008
44611	3.8107e-008
44612	-4.1743e-008
44613	-1.9614e-008
44614	5.0167e-009
44615	-2.851e-009
44616	-4.5282e-008
44617	5.9018e-008
44618	1.644e-007
44619	-7.5337e-009
44620	3.0946e-009
44621	-3.8091e-008
44622	-2.5495e-009
44623	-4.4551e-008
44624	-7.4092e-009
44625	-3.7234e-009
44626	5.3457e-009
44627	6.9958e-009
44628	4.5284e-008
44629	7.6546e-008
44630	1.6018e-008
44631	-1.5542e-007
44632	-2.5018e-008
44633	4.4175e-008
44634	1.9888e-008
44635	-5.919e-009
44636	-2.5778e-008
44637	1.2003e-008
44638	2.5908e-008
44639	-5.7433e-009
44640	-1.1995e-007
44641	5.4108e-008
44642	-1.8252e-007
44643	4.8952e-008
44644	5.0707e-008
44645	-5.2448e-008
44646	1.1602e-007
44647	8.5643e-008
44648	-5.4233e-008
44649	-1.7116e-007
44650	5.8733e-008
44651	1.5477e-007
44652	-1.9295e-008
44653	5.227e-008
44654	7.0104e-008
44655	4.6813e-009
44656	1.2676e-008
44657	-3.8114e-008
44658	1.4144e-008
44659	7.4862e-009
44660	-3.9186e-008
44661	-3.7534e-009
44662	-1.2036e-008
44663	-1.5386e-008
44664	5.6552e-008
44665	-2.5039e-008
44666	2.2957e-008
44667	-1.2672e-008
44668	-4.2697e-008
44669	2.5098e-008
44670	-1.0929e-008
44671	-7.4561e-009
44672	-1.2924e-008
44673	-1.4674e-007
44674	-2.4901e-008
44675	-6.5072e-008
44676	3.4877e-008
44677	3.7972e-009
44678	-1.4752e-008
44679	-5.2797e-008
44680	-1.4415e-008
44681	-7.3264e-009
44682	-6.4221e-008
44683	-9.5361e-009
44684	-3.0831e-008
44685	2.2646e-008
44686	3.2686e-009
44687	-1.8058e-009
44688	-2.2867e-008
44689	4.3264e-008
44690	-4.4941e-008
44691	6.6818e-008
44692	1.0154e-008
44693	1.4871e-009
44694	4.6116e-008
44695	5.5311e-008
44696	1.4415e-007
44697	-2.9562e-008
44698	3.4583e-008
44699	-4.8516e-008
44700	-2.9292e-008
44701	1.1107e-008
44702	-2.5892e-008
44703	1.4485e-008
44704	-5.01e-008
44705	8.9077e-008
44706	1.2435e-008
44707	-2.0012e-009
44708	5.1207e-008
44709	-8.9262e-008
44710	-2.9553e-008
44711	-1.4649e-008
44712	2.3184e-008
44713	-5.7116e-008
44714	-2.6017e-009
44715	3.314e-008
44716	3.4998e-008
44717	4.052e-008
44718	3.8532e-008
44719	3.211e-008
44720	7.7588e-011
44721	-2.0426e-008
44722	7.9717e-008
44723	-6.6442e-008
44724	2.0074e-008
44725	1.1251e-008
44726	-1.5205e-007
44727	-3.4119e-008
44728	2.4993e-008
44729	-1.6629e-008
44730	6.0589e-008
44731	3.0082e-008
44732	-7.2901e-008
44733	5.3844e-009
44734	-1.6821e-007
44735	1.3288e-008
44736	1.3067e-008
44737	1.9935e-008
44738	-1.1807e-009
44739	-6.7269e-009
44740	-6.8066e-009
44741	-1.6299e-008
44742	3.7394e-009
44743	-4.0465e-009
44744	-1.1143e-009
44745	-3.2261e-008
44746	-4.0794e-010
44747	-4.0439e-008
44748	-4.5129e-008
44749	-3.9145e-009
44750	6.0713e-009
44751	-1.2651e-008
44752	2.5208e-008
44753	3.8072e-008
44754	-2.1752e-009
44755	1.3535e-008
44756	-6.1659e-008
44757	3.2829e-008
44758	1.3731e-008
44759	-6.9865e-009
44760	4.1749e-009
44761	-3.7511e-010
44762	-9.8766e-009
44763	3.6247e-008
44764	5.18e-008
44765	-1.5031e-007
44766	2.1306e-007
44767	-1.3262e-007
44768	-4.4137e-009
44769	9.0156e-009
44770	1.3665e-009
44771	-1.5751e-009
44772	2.8454e-008
44773	1.074e-008
44774	-1.3085e-007
44775	-6.9071e-008
44776	3.0825e-008
44777	-3.4743e-009
44778	1.1801e-008
44779	-1.9489e-008
44780	-9.6136e-010
44781	-2.9964e-009
44782	1.0306e-008
44783	-3.0416e-008
44784	5.1208e-009
44785	1.3464e-008
44786	4.0102e-008
44787	-2.0527e-008
44788	3.9078e-008
44789	4.9497e-008
44790	4.5932e-008
44791	9.9628e-008
44792	9.0506e-011
44793	3.3945e-009
44794	-1.7205e-008
44795	6.9613e-008
44796	1.1727e-008
44797	-4.614e-009
44798	3.771e-009
44799	-1.5497e-008
44800	1.9915e-008
44801	-1.9019e-008
44802	-3.7458e-008
44803	1.3141e-007
44804	-3.134e-008
44805	-2.7238e-008
44806	-1.7598e-008
44807	-7.3205e-009
44808	-1.9023e-007
44809	-9.6264e-009
44810	6.0971e-009
44811	-6.4733e-008
44812	-4.5878e-008
44813	8.0865e-009
44814	-3.6043e-008
44815	-6.8611e-009
44816	-2.0739e-009
44817	-2.5428e-008
44818	8.7811e-009
44819	-2.2249e-008
44820	-2.0322e-008
44821	1.5062e-008
44822	-7.3066e-009
44823	2.2e-009
44824	1.8443e-008
44825	-4.7302e-010
44826	4.8815e-009
44827	2.4111e-008
44828	-8.1442e-009
44829	-1.5553e-008
44830	1.8057e-008
44831	-1.4742e-008
44832	-6.9617e-009
44833	-2.0948e-008
44834	-3.0784e-008
44835	3.1411e-008
44836	8.4518e-009
44837	3.9312e-008
44838	-2.4293e-007
44839	-1.8135e-007
44840	3.2027e-007
44841	-2.8407e-008
44842	4.322e-008
44843	3.4646e-009
44844	-1.2839e-008
44845	-4.218e-009
44846	-1.1802e-008
44847	3.3001e-008
44848	4.8914e-008
44849	-2.1079e-008
44850	9.4804e-009
44851	-1.7906e-008
44852	3.6706e-009
44853	-3.3262e-008
44854	1.2039e-008
44855	-1.2257e-008
44856	-2.4419e-008
44857	-2.5951e-009
44858	4.6791e-008
44859	-4.0216e-008
44860	3.2718e-008
44861	1.8697e-008
44862	9.0325e-009
44863	4.1464e-008
44864	-3.019e-008
44865	1.6858e-008
44866	-8.7954e-008
44867	2.0367e-008
44868	1.3542e-008
44869	-4.9197e-009
44870	2.9517e-008
44871	6.4195e-008
44872	1.1551e-007
44873	-5.9474e-008
44874	7.1985e-009
44875	1.4087e-008
44876	-1.882e-009
44877	3.3091e-008
44878	-3.7636e-008
44879	-4.5927e-008
44880	5.7609e-008
44881	1.4575e-008
44882	2.8441e-007
44883	8.7274e-008
44884	2.9351e-008
44885	-8.5185e-009
44886	2.4348e-007
44887	6.4985e-009
44888	1.4234e-009
44889	-1.4331e-009
44890	1.2663e-008
44891	-1.2842e-008
44892	2.9475e-008
44893	-2.6624e-007
44894	3.3094e-009
44895	1.7077e-008
44896	-2.004e-008
44897	-1.1321e-007
44898	-2.7971e-008
44899	6.1349e-009
44900	2.5307e-008
44901	9.1164e-008
44902	1.8906e-009
44903	-3.1757e-008
44904	1.4004e-008
44905	1.4838e-008
44906	4.2173e-009
44907	9.3943e-010
44908	5.8442e-008
44909	-1.5944e-008
44910	1.6958e-007
44911	-1.1759e-007
44912	-5.8749e-008
44913	3.2797e-008
44914	-5.4223e-009
44915	7.8059e-008
44916	3.7294e-009
44917	9.0088e-009
44918	-1.4793e-008
44919	2.4953e-009
44920	2.8605e-008
44921	-6.0594e-010
44922	1.1094e-008
44923	-1.0591e-009
44924	-1.4873e-008
44925	-2.4072e-009
44926	-1.9172e-009
44927	-6.0383e-009
44928	1.1423e-008
44929	-5.5897e-008
44930	-4.742e-009
44931	4.0907e-008
44932	-3.4016e-009
44933	1.8573e-008
44934	1.9321e-008
44935	-2.3679e-008
44936	1.1071e-008
44937	1.4963e-007
44938	1.6075e-007
44939	-2.5541e-008
44940	-1.0437e-008
44941	-1.8038e-008
44942	-1.3254e-009
44943	1.3129e-008
44944	-2.1335e-008
44945	-6.3746e-009
44946	4.1058e-008
44947	4.3215e-008
44948	-4.3893e-008
44949	3.5845e-008
44950	-1.7405e-008
44951	-3.0271e-008
44952	1.356e-008
44953	-6.6645e-008
44954	1.4462e-007
44955	3.4567e-008
44956	-5.0387e-008
44957	2.0186e-008
44958	4.5989e-009
44959	-1.4365e-009
44960	-5.2958e-009
44961	-2.2045e-008
44962	-6.0239e-009
44963	-1.5012e-008
44964	9.3668e-009
44965	-7.6541e-009
44966	6.4725e-009
44967	-7.5077e-009
44968	-3.3287e-008
44969	-5.4643e-009
44970	9.3579e-008
44971	-3.3117e-008
44972	-9.1997e-008
44973	-2.5815e-009
44974	7.5243e-010
44975	-4.5439e-009
44976	4.6266e-009
44977	-2.064e-008
44978	5.0705e-010
44979	-3.4399e-009
44980	5.6531e-010
44981	3.5169e-008
44982	9.9428e-009
44983	-1.0806e-008
44984	5.356e-008
44985	1.2373e-008
44986	6.9394e-009
44987	8.4782e-009
44988	2.7266e-008
44989	9.782e-009
44990	-7.9459e-009
44991	-9.281e-009
44992	2.9595e-009
44993	-3.0473e-009
44994	1.1618e-008
44995	1.5472e-008
44996	2.4918e-008
44997	-1.1181e-009
44998	1.0095e-008
44999	-3.9749e-009
45000	6.2105e-009
45001	1.945e-008
45002	1.978e-008
45003	2.1771e-008
45004	-3.8974e-008
45005	-1.675e-008
45006	-5.6778e-008
45007	4.0554e-008
45008	1.9022e-008
45009	2.0555e-009
45010	2.4003e-010
45011	2.4117e-008
45012	1.6297e-008
45013	-1.3699e-008
45014	2.3055e-008
45015	-2.9169e-008
45016	6.0391e-008
45017	-2.8127e-008
45018	-3.4861e-008
45019	1.2885e-009
45020	-5.0878e-009
45021	3.1656e-008
45022	-1.6529e-008
45023	4.0621e-008
45024	-6.987e-009
45025	4.0079e-009
45026	-1.122e-008
45027	6.8454e-009
45028	-2.5037e-009
45029	8.128e-009
45030	4.6565e-009
45031	-2.6789e-008
45032	-5.7073e-009
45033	8.813e-009
45034	3.0571e-008
45035	-3.1995e-009
45036	4.9792e-008
45037	-5.1429e-009
45038	5.5365e-009
45039	2.9632e-009
45040	3.1302e-008
45041	-2.0354e-008
45042	-6.6543e-009
45043	5.5783e-009
45044	-2.0091e-009
45045	-1.4762e-009
45046	-1.2948e-008
45047	-1.1565e-008
45048	4.4669e-008
45049	-1.9877e-007
45050	-2.6006e-009
45051	-1.7011e-008
45052	2.0305e-008
45053	-5.9303e-009
45054	-1.7354e-008
45055	1.8069e-008
45056	-1.5211e-008
45057	1.3697e-008
45058	2.5515e-008
45059	7.4868e-009
45060	3.7397e-009
45061	-9.0309e-009
45062	3.6679e-009
45063	-7.3497e-009
45064	1.6972e-008
45065	1.694e-008
45066	-1.4206e-008
45067	3.3905e-008
45068	1.1494e-008
45069	-1.1767e-009
45070	-2.5326e-009
45071	1.5461e-008
45072	-1.0615e-007
45073	1.3332e-008
45074	6.7896e-009
45075	-6.5927e-009
45076	-1.113e-008
45077	-2.5928e-009
45078	-5.4351e-008
45079	-3.0612e-009
45080	2.72e-008
45081	4.7215e-008
45082	-5.9726e-010
45083	-1.443e-008
45084	-2.8721e-009
45085	1.3052e-007
45086	-1.9679e-009
45087	6.4894e-008
45088	-3.2152e-009
45089	2.6562e-008
45090	5.2825e-008
45091	1.8422e-008
45092	9.3283e-008
45093	-2.1574e-008
45094	-2.3819e-008
45095	1.5129e-009
45096	-1.6023e-008
45097	-5.2512e-009
45098	1.5959e-009
45099	-8.0272e-009
45100	-4.0864e-008
45101	8.5227e-009
45102	-6.178e-009
45103	1.6181e-009
45104	6.2985e-009
45105	5.5753e-009
45106	1.2538e-008
45107	7.9369e-008
45108	3.5952e-008
45109	-1.6967e-008
45110	-1.8022e-008
45111	7.3365e-009
45112	2.6171e-009
45113	2.2225e-008
45114	1.0097e-008
45115	6.3572e-009
45116	-2.4855e-008
45117	1.497e-009
45118	-2.9731e-008
45119	-1.6086e-008
45120	3.7173e-009
45121	-1.6469e-008
45122	7.9057e-009
45123	4.7541e-008
45124	6.4207e-009
45125	-2.9635e-008
45126	1.6636e-008
45127	2.1057e-009
45128	1.8007e-008
45129	1.1145e-008
45130	-1.6769e-008
45131	6.0912e-009
45132	6.0379e-009
45133	-1.2328e-008
45134	-1.6949e-008
45135	4.2221e-008
45136	-5.1792e-009
45137	-2.8714e-008
45138	-6.1832e-008
45139	-1.4876e-009
45140	-3.6114e-008
45141	-5.8417e-009
45142	7.0741e-010
45143	8.9951e-009
45144	3.7736e-008
45145	4.3672e-009
45146	-2.6685e-008
45147	-1.1776e-008
45148	-1.3878e-008
45149	1.2168e-008
45150	-2.3916e-008
45151	-7.738e-009
45152	-2.6987e-008
45153	7.4042e-009
45154	7.0601e-009
45155	-6.111e-008
45156	-6.6838e-008
45157	3.9881e-008
45158	-2.5432e-008
45159	1.6501e-009
45160	-9.7908e-008
45161	-4.7297e-008
45162	6.4009e-009
45163	-1.5329e-007
45164	2.3299e-009
45165	-7.9903e-008
45166	7.6512e-009
45167	-3.739e-009
45168	-1.622e-008
45169	1.1037e-008
45170	5.588e-009
45171	-6.639e-008
45172	3.4264e-008
45173	1.3093e-008
45174	3.4796e-011
45175	-5.1874e-008
45176	9.1762e-009
45177	-6.7366e-008
45178	1.5736e-007
45179	-4.7716e-008
45180	7.2815e-008
45181	2.0667e-007
45182	2.0495e-008
45183	1.5885e-007
45184	2.8342e-008
45185	7.5844e-008
45186	-1.6682e-008
45187	-7.7839e-008
45188	-3.2494e-007
45189	-4.508e-008
45190	-2.8049e-008
45191	1.7913e-008
45192	1.2187e-007
45193	-6.7839e-008
45194	-4.3081e-008
45195	2.0007e-009
45196	5.109e-008
45197	-9.7356e-009
45198	1.1271e-007
45199	4.6479e-008
45200	-2.5744e-009
45201	1.5576e-008
45202	1.1305e-007
45203	-9.8866e-009
45204	-4.5345e-007
45205	5.444e-007
45206	1.5901e-006
45207	-1.5965e-007
45208	2.8149e-007
45209	-7.2032e-009
45210	1.1223e-009
45211	1.1494e-007
45212	1.5172e-006
45213	-1.033e-006
45214	1.8899e-007
45215	1.0648e-006
45216	1.3788e-007
45217	2.9533e-007
45218	1.5365e-007
45219	-8.907e-009
45220	-1.8124e-007
45221	-2.7811e-008
45222	1.5045e-007
45223	1.6844e-007
45224	1.7473e-007
45225	1.9368e-007
45226	-8.587e-009
45227	5.8865e-009
45228	-1.3018e-008
45229	1.7077e-007
45230	1.5929e-007
45231	1.5376e-007
45232	1.6524e-007
45233	1.4167e-007
45234	8.8733e-007
45235	-3.5018e-007
45236	3.6148e-010
45237	-2.6962e-008
45238	7.677e-007
45239	1.5388e-006
45240	1.077e-006
45241	7.4038e-007
45242	3.3132e-007
45243	2.1033e-007
45244	-3.6878e-007
45245	3.1193e-008
45246	-1.7795e-007
45247	1.1724e-007
45248	1.097e-007
45249	3.5999e-007
45250	1.8085e-007
45251	9.52e-007
45252	4.1204e-007
45253	1.6191e-007
45254	2.669e-007
45255	2.297e-007
45256	2.5936e-007
45257	2.9706e-007
45258	2.0496e-007
45259	1.2234e-008
45260	-8.9108e-008
45261	-2.1561e-007
45262	2.3384e-008
45263	1.6997e-007
45264	1.5682e-007
45265	1.3837e-007
45266	-2.9001e-008
45267	-3.5898e-008
45268	-1.3724e-007
45269	1.255e-007
45270	1.0424e-007
45271	1.435e-007
45272	1.2184e-007
45273	1.183e-007
45274	2.6814e-010
45275	1.54e-009
45276	-1.8872e-008
45277	-1.5027e-007
45278	-3.0812e-007
45279	-1.547e-007
45280	-5.7113e-008
45281	-2.4721e-008
45282	2.3565e-008
45283	-1.6356e-008
45284	-8.6135e-008
45285	8.984e-009
45286	2.1176e-007
45287	1.0543e-007
45288	-2.1364e-007
45289	-2.1843e-008
45290	-5.0399e-008
45291	-2.6941e-009
45292	-1.6823e-008
45293	-2.5822e-007
45294	2.407e-007
45295	-6.775e-008
45296	-4.5366e-008
45297	2.3791e-007
45298	-1.8119e-007
45299	4.898e-007
45300	3.0031e-008
45301	2.3404e-007
45302	-4.285e-008
45303	-3.6077e-008
45304	1.9638e-007
45305	1.8862e-007
45306	2.828e-007
45307	-1.1492e-008
45308	1.8816e-007
45309	-7.76e-008
45310	-3.9961e-008
45311	2.1756e-007
45312	2.8641e-008
45313	8.2294e-009
45314	2.915e-007
45315	-1.703e-007
45316	2.3801e-009
45317	5.5158e-008
45318	5.201e-008
45319	-1.8624e-007
45320	3.1268e-007
45321	-4.4094e-008
45322	-4.9944e-008
45323	-1.658e-009
45324	-4.1578e-008
45325	-3.1393e-010
45326	2.1877e-007
45327	-6.199e-008
45328	-2.0726e-008
45329	2.2128e-007
45330	2.2806e-007
45331	2.6569e-007
45332	2.4676e-007
45333	2.6255e-007
45334	5.2322e-007
45335	-1.0241e-008
45336	7.2675e-008
45337	7.0936e-008
45338	-2.1635e-008
45339	-3.0232e-007
45340	2.0677e-007
45341	2.4479e-007
45342	-1.6235e-007
45343	-2.8787e-007
45344	-9.1852e-008
45345	1.5158e-008
45346	-1.3693e-008
45347	-1.6018e-008
45348	-3.6819e-008
45349	-6.8183e-008
45350	1.8969e-007
45351	-1.8482e-007
45352	3.4485e-007
45353	-2.6417e-007
45354	2.1945e-008
45355	3.4533e-008
45356	-2.7348e-008
45357	8.9054e-008
45358	-1.1723e-007
45359	1.2531e-008
45360	-2.0502e-008
45361	-3.5158e-008
45362	7.0482e-008
45363	1.8039e-007
45364	-1.6127e-007
45365	1.8396e-007
45366	5.6806e-007
45367	-2.3543e-008
45368	2.0631e-007
45369	1.9568e-007
45370	-1.4147e-008
45371	-2.8287e-008
45372	-1.3831e-008
45373	4.6019e-008
45374	1.6689e-007
45375	3.3091e-007
45376	-1.4849e-008
45377	1.7122e-007
45378	6.6252e-008
45379	-5.275e-008
45380	-4.3304e-008
45381	1.6393e-008
45382	1.4654e-008
45383	1.3553e-007
45384	-1.9635e-008
45385	-8.1516e-008
45386	-4.1636e-008
45387	-6.2466e-008
45388	-6.0366e-008
45389	-7.4669e-008
45390	1.534e-007
45391	1.1911e-007
45392	-2.1986e-007
45393	6.877e-008
45394	7.6278e-008
45395	2.7253e-007
45396	6.7031e-008
45397	5.2891e-008
45398	7.4539e-008
45399	6.7346e-008
45400	1.7376e-007
45401	1.9541e-007
45402	1.8321e-007
45403	-1.4598e-009
45404	3.9963e-008
45405	2.1538e-007
45406	-1.28e-007
45407	-3.5584e-007
45408	-1.1685e-007
45409	3.942e-008
45410	1.2142e-008
45411	2.9736e-008
45412	-1.0069e-008
45413	-3.6722e-008
45414	1.1656e-007
45415	2.2495e-007
45416	1.225e-007
45417	-1.9515e-007
45418	-5.9686e-009
45419	-3.9106e-008
45420	-4.4133e-009
45421	-3.3696e-008
45422	1.5258e-008
45423	-4.1025e-008
45424	1.492e-007
45425	-1.8303e-007
45426	8.3253e-008
45427	4.3886e-007
45428	1.9403e-007
45429	-5.404e-008
45430	-5.6386e-008
45431	1.7582e-007
45432	1.1223e-007
45433	1.0987e-007
45434	2.2061e-007
45435	2.7617e-007
45436	2.2435e-007
45437	-2.9768e-008
45438	-3.8033e-008
45439	-2.6255e-008
45440	1.4917e-007
45441	8.5574e-008
45442	-7.0097e-008
45443	-6.4686e-008
45444	-1.5733e-008
45445	-3.0387e-008
45446	1.9062e-007
45447	1.466e-008
45448	-2.8639e-008
45449	-1.8846e-007
45450	-1.2618e-008
45451	1.1071e-008
45452	4.9758e-009
45453	3.0245e-007
45454	1.628e-007
45455	1.6046e-007
45456	1.5219e-007
45457	1.8649e-007
45458	8.8601e-008
45459	1.229e-007
45460	6.1016e-007
45461	-6.5059e-007
45462	2.9663e-007
45463	3.5723e-007
45464	2.5218e-007
45465	4.0706e-007
45466	4.423e-007
45467	1.0756e-006
45468	7.2616e-007
45469	5.029e-007
45470	3.9786e-007
45471	5.2793e-007
45472	-4.8762e-007
45473	1.3575e-007
45474	3.1245e-008
45475	8.0583e-008
45476	7.1738e-008
45477	9.1639e-008
45478	5.2095e-007
45479	1.1542e-006
45480	5.0854e-007
45481	4.1645e-007
45482	5.2664e-007
45483	4.6579e-007
45484	4.5694e-007
45485	4.7684e-007
45486	4.5692e-007
45487	2.0687e-008
45488	3.2645e-008
45489	8.1172e-008
45490	2.3258e-008
45491	4.0608e-008
45492	-2.1288e-007
45493	1.1085e-007
45494	3.7739e-007
45495	1.5413e-007
45496	3.8362e-008
45497	1.8667e-008
45498	4.8797e-008
45499	4.9081e-008
45500	3.779e-008
45501	-6.5927e-009
45502	9.9319e-009
45503	2.2146e-007
45504	-2.4506e-007
45505	3.7575e-007
45506	6.2499e-008
45507	-1.9447e-008
45508	1.1603e-007
45509	5.0985e-008
45510	6.2604e-008
45511	-6.1292e-008
45512	4.3576e-008
45513	1.6676e-007
45514	2.1e-008
45515	3.5252e-007
45516	7.3253e-008
45517	1.7525e-007
45518	-1.8928e-008
45519	-3.7142e-009
45520	2.9597e-007
45521	-7.1141e-008
45522	1.3087e-007
45523	1.6952e-008
45524	-4.8097e-008
45525	-3.2809e-008
45526	1.5718e-008
45527	1.389e-007
45528	-2.0058e-008
45529	-2.7495e-007
45530	-2.4845e-008
45531	-3.1572e-008
45532	-1.9953e-008
45533	-3.5285e-008
45534	5.5535e-008
45535	1.4972e-008
45536	1.2725e-008
45537	-6.97e-009
45538	2.316e-008
45539	4.5318e-009
45540	2.2725e-007
45541	4.1557e-008
45542	5.6771e-008
45543	5.3059e-008
45544	1.7996e-007
45545	1.7624e-007
45546	4.8278e-008
45547	2.4428e-007
45548	5.2384e-008
45549	8.3871e-008
45550	7.0155e-008
45551	-3.6093e-008
45552	-8.576e-008
45553	-2.4593e-008
45554	-2.4227e-008
45555	-4.3287e-009
45556	-1.5705e-008
45557	-1.7766e-008
45558	-8.4653e-008
45559	2.7433e-007
45560	-2.2208e-007
45561	-3.0287e-007
45562	2.3057e-007
45563	-6.4452e-007
45564	3.4194e-007
45565	8.4897e-007
45566	2.1853e-007
45567	1.4956e-007
45568	4.4024e-007
45569	-5.9057e-007
45570	2.8945e-007
45571	-9.275e-007
45572	-8.3937e-007
45573	-1.0477e-006
45574	-1.124e-006
45575	-1.7135e-006
45576	5.6282e-007
45577	1.136e-006
45578	-1.3768e-006
45579	7.3853e-007
45580	7.5334e-007
45581	-2.1429e-006
45582	5.5881e-007
45583	7.473e-007
45584	4.7764e-007
45585	-1.3357e-007
45586	8.4959e-007
45587	1.0454e-006
45588	-2.6907e-007
45589	-5.4733e-008
45590	-2.3336e-006
45591	2.4045e-007
45592	-2.42e-008
45593	3.2063e-007
45594	5.7557e-008
45595	4.8155e-007
45596	7.906e-007
45597	-4.2353e-006
45598	-3.3774e-006
45599	-1.8272e-007
45600	2.6361e-007
45601	2.0726e-007
45602	-4.5351e-006
45603	-4.6279e-006
45604	-1.1252e-006
45605	6.5669e-008
45606	5.4597e-007
45607	-2.5581e-007
45608	5.4608e-007
45609	1.4867e-006
45610	-4.1332e-006
45611	-8.0026e-007
45612	-1.4991e-008
45613	-2.8847e-007
45614	3.2598e-007
45615	-1.5332e-006
45616	-3.0095e-006
45617	-8.3476e-007
45618	-6.5281e-007
45619	-6.9724e-008
45620	-3.8654e-007
45621	-2.0022e-008
45622	-1.369e-006
45623	-2.794e-006
45624	-1.0381e-006
45625	-6.351e-007
45626	1.281e-007
45627	8.6672e-007
45628	-9.4951e-007
45629	1.091e-006
45630	8.4373e-007
45631	-5.4741e-006
45632	-1.9169e-006
45633	-4.8391e-007
45634	-1.1083e-007
45635	-3.6531e-007
45636	-9.8771e-007
45637	-2.3406e-006
45638	-9.6263e-007
45639	-1.2067e-006
45640	-6.0723e-007
45641	7.3655e-007
45642	1.4264e-006
45643	-1.5951e-008
45644	1.2511e-006
45645	3.0261e-006
45646	-5.7846e-006
45647	-8.4842e-007
45648	8.4463e-007
45649	6.1379e-007
45650	-3.9993e-006
45651	-6.862e-006
45652	-2.0715e-005
45653	-5.132e-006
45654	-4.8514e-006
45655	2.9556e-006
45656	1.3775e-006
45657	1.4201e-006
45658	1.1414e-006
45659	2.4931e-006
45660	-5.4638e-006
45661	1.4258e-006
45662	2.4927e-006
45663	1.8185e-006
45664	9.6855e-008
45665	3.4753e-007
45666	-5.3075e-006
45667	9.5451e-007
45668	3.919e-007
45669	-7.4872e-007
45670	7.8188e-007
45671	-2.0406e-007
45672	6.8707e-007
45673	2.0155e-007
45674	1.0581e-006
45675	2.2127e-006
45676	1.5709e-006
45677	1.4118e-006
45678	3.2604e-006
45679	-5.4735e-006
45680	-6.406e-006
45681	1.1269e-006
45682	1.1075e-006
45683	1.87e-006
45684	1.3875e-006
45685	-4.8826e-007
45686	2.7699e-006
45687	-6.183e-006
45688	-3.0533e-007
45689	5.5647e-007
45690	-8.0221e-007
45691	-1.8348e-007
45692	-2.4056e-006
45693	-2.2242e-006
45694	-2.1338e-006
45695	-1.1593e-006
45696	1.1772e-006
45697	2.2298e-006
45698	6.1404e-008
45699	2.1967e-006
45700	-5.7174e-006
45701	-6.7621e-007
45702	6.6948e-007
45703	1.484e-006
45704	-3.2592e-009
45705	-4.0817e-007
45706	-2.1488e-007
45707	1.8622e-006
45708	-6.2546e-006
45709	-4.9056e-006
45710	1.0179e-006
45711	2.6542e-006
45712	1.4977e-006
45713	1.56e-006
45714	-5.2738e-006
45715	9.0151e-007
45716	2.0323e-006
45717	2.0378e-006
45718	-4.9991e-007
45719	-6.0283e-006
45720	-3.3402e-007
45721	6.2328e-007
45722	-2.2744e-006
45723	-2.8681e-006
45724	-3.7681e-006
45725	-8.6255e-007
45726	-4.1295e-006
45727	-3.6299e-006
45728	1.6356e-006
45729	2.454e-006
45730	1.3326e-006
45731	-1.1632e-005
45732	-4.6518e-006
45733	6.6394e-007
45734	1.9862e-006
45735	9.048e-007
45736	9.1193e-007
45737	1.3022e-006
45738	2.328e-006
45739	-4.2044e-006
45740	-4.4555e-006
45741	-3.0751e-007
45742	-1.4872e-006
45743	-1.2031e-007
45744	-1.2158e-006
45745	-7.5514e-007
45746	-3.9098e-007
45747	4.6431e-007
45748	-6.8809e-007
45749	-2.1999e-006
45750	-8.6091e-007
45751	-4.8896e-007
45752	-2.5597e-007
45753	1.2991e-007
45754	-7.9557e-007
45755	-1.8169e-006
45756	-7.8404e-007
45757	-5.5452e-007
45758	-7.2893e-006
45759	-7.5273e-006
45760	-7.5122e-006
45761	-7.783e-006
45762	9.4389e-007
45763	5.7695e-007
45764	7.9124e-007
45765	9.9157e-007
45766	1.1275e-006
45767	-2.1661e-006
45768	-2.1829e-006
45769	6.3583e-007
45770	7.7682e-007
45771	1.347e-006
45772	1.1817e-006
45773	6.4803e-007
