Node Number	Directional Heat Flux (W/m²)
24191	1.3275e-007
24192	1.1652e-006
24193	1.0656e-006
24194	4.6639e-007
24195	5.8062e-007
24196	4.4341e-007
24197	4.5592e-007
24198	-5.8843e-007
24199	-9.8378e-008
24200	-5.9722e-007
24201	-5.5548e-007
24202	-4.0623e-007
24203	-6.1284e-008
24204	-5.2226e-007
24205	-6.7046e-007
24206	-4.6943e-007
24207	-3.6753e-007
24208	-1.0332e-006
24209	-1.2475e-006
24210	-6.0247e-007
24211	-4.8825e-007
24212	-6.346e-007
24213	-6.2546e-007
24214	-6.1295e-007
24215	-9.3248e-007
24216	-9.7074e-007
24217	-2.7166e-007
24218	-2.8743e-007
24219	-3.5281e-007
24220	-3.0754e-007
24221	-2.9791e-007
24222	-1.0622e-006
24223	-8.8322e-007
24224	-3.6308e-007
24225	-2.2973e-007
24226	-4.4423e-007
24227	-4.4497e-007
24228	-3.8057e-007
24229	-1.4426e-007
24230	-3.7486e-008
24231	-5.4053e-008
24232	-5.4814e-008
24233	-2.0565e-008
24234	-9.4844e-008
24235	-3.0304e-008
24236	-3.2132e-008
24237	1.7401e-008
24238	1.3811e-009
24239	7.4375e-008
24240	3.2614e-008
24241	3.4321e-008
24242	2.4181e-008
24243	1.9354e-008
24244	3.6968e-008
24245	-1.5764e-008
24246	1.162e-008
24247	-1.8152e-008
24248	1.0333e-008
24249	7.0361e-009
24250	6.6921e-009
24251	-3.5809e-008
24252	1.512e-007
24253	7.4968e-008
24254	1.8733e-007
24255	4.5196e-008
24256	1.1936e-007
24257	6.9888e-008
24258	9.3218e-008
24259	3.5399e-008
24260	2.2574e-008
24261	1.0009e-008
24262	-1.4459e-007
24263	1.4799e-007
24264	5.937e-007
24265	1.2766e-006
24266	7.705e-007
24267	6.2006e-007
24268	5.6817e-007
24269	2.9062e-007
24270	4.9381e-007
24271	5.1343e-007
24272	2.4446e-007
24273	4.2126e-007
24274	1.9391e-007
24275	1.3965e-007
24276	1.3276e-007
24277	1.9283e-008
24278	1.3781e-007
24279	7.7597e-008
24280	2.322e-007
24281	6.3221e-008
24282	1.311e-007
24283	6.6558e-008
24284	7.0368e-008
24285	5.7815e-008
24286	4.5297e-008
24287	4.3305e-008
24288	-4.4723e-008
24289	-6.254e-008
24290	-6.5923e-008
24291	-4.6029e-008
24292	-5.4446e-008
24293	-6.1231e-008
24294	-4.8659e-008
24295	6.165e-008
24296	6.9212e-008
24297	3.7817e-008
24298	9.3057e-008
24299	6.8414e-008
24300	7.8161e-008
24301	6.8566e-008
24302	6.5463e-008
24303	6.2959e-008
24304	-5.0806e-008
24305	-8.6982e-008
24306	-8.2202e-008
24307	-1.1189e-007
24308	-7.8918e-008
24309	-5.1453e-008
24310	-4.8481e-008
24311	1.461e-007
24312	3.2041e-007
24313	1.6997e-007
24314	3.8799e-008
24315	1.6558e-007
24316	7.8921e-008
24317	6.3333e-008
24318	3.6957e-008
24319	2.0682e-008
24320	1.3078e-007
24321	3.2548e-007
24322	-1.5456e-007
24323	6.0804e-008
24324	8.3259e-008
24325	4.4974e-008
24326	4.4867e-008
24327	3.2803e-008
24328	1.0068e-007
24329	5.3163e-008
24330	2.3079e-008
24331	3.8296e-008
24332	2.7397e-008
24333	1.2887e-008
24334	2.8867e-008
24335	7.0334e-007
24336	1.8852e-007
24337	2.3542e-007
24338	1.0301e-006
24339	3.1879e-007
24340	5.4043e-007
24341	1.1405e-007
24342	2.7699e-007
24343	1.1826e-006
24344	5.2608e-007
24345	6.9291e-007
24346	4.2947e-007
24347	3.591e-008
24348	-1.493e-007
24349	8.0194e-008
24350	-2.1925e-007
24351	-3.8954e-007
24352	-1.0791e-007
24353	1.9928e-007
24354	-2.0212e-008
24355	4.0028e-008
24356	2.7463e-008
24357	1.5936e-007
24358	-1.2713e-007
24359	-2.4317e-007
24360	-4.7432e-008
24361	1.4639e-008
24362	9.0291e-008
24363	5.7992e-008
24364	1.5262e-007
24365	-2.5599e-007
24366	-3.9661e-010
24367	4.7089e-008
24368	4.6948e-008
24369	1.6887e-008
24370	1.8787e-007
24371	-2.1622e-007
24372	1.2403e-007
24373	2.5531e-007
24374	1.4705e-007
24375	5.2882e-007
24376	1.9939e-007
24377	-2.8833e-008
24378	-2.3135e-007
24379	1.7111e-007
24380	1.8725e-007
24381	4.4695e-007
24382	7.2046e-007
24383	8.6544e-007
24384	4.6308e-007
24385	-1.8474e-007
24386	-1.6067e-007
24387	3.5831e-007
24388	3.6775e-007
24389	-9.9937e-008
24390	-5.8323e-007
24391	-5.2797e-007
24392	-7.1235e-007
24393	-3.9469e-007
24394	1.4903e-007
24395	1.7559e-007
24396	9.0358e-008
24397	6.8315e-008
24398	1.1568e-007
24399	6.2239e-008
24400	2.5601e-008
24401	3.3886e-008
24402	1.6328e-008
24403	-7.2271e-008
24404	-2.5052e-009
24405	-8.6831e-009
24406	-2.8596e-008
24407	-1.9404e-007
24408	5.7109e-008
24409	-3.0016e-008
24410	-5.4094e-008
24411	-4.8106e-008
24412	-4.7429e-008
24413	-4.7018e-008
24414	-3.3369e-008
24415	-7.643e-008
24416	5.0357e-008
24417	1.9553e-007
24418	6.4562e-008
24419	9.0314e-008
24420	3.1096e-008
24421	1.0067e-007
24422	9.4475e-008
24423	-5.607e-007
24424	-9.0454e-008
24425	-4.8158e-007
24426	-5.5645e-007
24427	-4.0321e-007
24428	-1.0074e-006
24429	-9.6207e-007
24430	-4.9765e-007
24431	-2.6644e-007
24432	-4.7402e-007
24433	-5.0047e-007
24434	-4.5267e-007
24435	-4.1403e-007
24436	-6.2794e-007
24437	-6.4819e-007
24438	-1.384e-007
24439	-1.6351e-007
24440	-1.3989e-007
24441	-1.2888e-007
24442	-1.1265e-007
24443	-1.0095e-006
24444	-9.1828e-007
24445	-4.9968e-007
24446	-3.5806e-007
24447	-4.9658e-007
24448	-4.6565e-007
24449	-8.2721e-008
24450	-2.2223e-008
24451	-3.8512e-008
24452	-4.2957e-008
24453	-4.1684e-008
24454	-9.0415e-009
24455	-1.7392e-008
24456	1.8989e-008
24457	1.1233e-008
24458	5.8278e-008
24459	4.3555e-008
24460	1.902e-008
24461	5.2557e-008
24462	-2.1167e-008
24463	-2.8333e-008
24464	1.5557e-008
24465	1.8021e-008
24466	-1.3381e-008
24467	-2.0229e-009
24468	4.5988e-009
24469	-4.4818e-010
24470	-2.278e-008
24471	6.7348e-008
24472	1.8471e-008
24473	1.4081e-007
24474	1.0075e-007
24475	6.2361e-008
24476	8.9559e-008
24477	4.6356e-008
24478	5.2881e-008
24479	4.0363e-007
24480	1.4625e-007
24481	7.4202e-008
24482	7.2123e-008
24483	6.2059e-008
24484	5.0916e-008
24485	5.9495e-008
24486	1.0563e-007
24487	1.7393e-007
24488	-1.0943e-007
24489	6.5114e-008
24490	4.4516e-008
24491	3.1214e-008
24492	3.8683e-008
24493	-5.1215e-009
24494	7.7154e-008
24495	3.6641e-008
24496	2.1189e-008
24497	2.781e-008
24498	2.2763e-008
24499	2.9288e-008
24500	-1.1758e-009
24501	6.1534e-007
24502	8.5905e-008
24503	9.1637e-007
24504	4.7089e-007
24505	6.057e-007
24506	4.0925e-007
24507	-9.3443e-008
24508	6.6606e-007
24509	2.637e-007
24510	3.5538e-007
24511	5.3056e-007
24512	1.5894e-007
24513	-9.9458e-008
24514	-3.157e-008
24515	1.1246e-008
24516	-1.0686e-007
24517	-8.8417e-010
24518	-4.1981e-008
24519	-1.7984e-007
24520	-2.7613e-007
24521	1.2508e-008
24522	-4.5685e-008
24523	5.0011e-008
24524	2.2099e-007
24525	1.4793e-007
24526	2.3237e-008
24527	-1.831e-007
24528	7.2971e-008
24529	1.9093e-007
24530	1.3872e-008
24531	7.1828e-008
24532	1.271e-007
24533	4.291e-008
24534	-3.4374e-009
24535	1.835e-008
24536	-1.0283e-006
24537	4.0419e-007
24538	4.0394e-007
24539	-2.0362e-007
24540	1.99e-007
24541	4.7506e-007
24542	2.6182e-007
24543	-8.3848e-007
24544	3.2732e-007
24545	4.8549e-007
24546	-8.6557e-008
24547	2.5137e-007
24548	5.9251e-007
24549	3.8828e-007
24550	3.4971e-008
24551	1.0653e-007
24552	-7.2609e-008
24553	5.5897e-008
24554	6.5078e-008
24555	5.7543e-008
24556	7.1114e-008
24557	5.1616e-008
24558	5.8922e-008
24559	6.3046e-008
24560	3.9838e-008
24561	2.2007e-008
24562	-1.2008e-008
24563	-2.1946e-008
24564	-1.2766e-008
24565	-4.0667e-008
24566	-2.2646e-009
24567	-6.7296e-009
24568	-1.7791e-008
24569	-1.8921e-008
24570	-1.4797e-008
24571	4.5687e-008
24572	5.2871e-008
24573	6.2615e-008
24574	4.8755e-008
24575	4.3004e-008
24576	4.4094e-008
24577	3.9611e-008
24578	4.7089e-008
24579	4.5959e-008
24580	5.0083e-008
24581	-1.2271e-006
24582	6.3298e-007
24583	3.0537e-007
24584	-8.8144e-008
24585	3.851e-007
24586	3.0648e-007
24587	-1.0046e-006
24588	-9.0922e-007
24589	-6.1764e-007
24590	-8.8876e-007
24591	-5.6812e-007
24592	-5.9223e-007
24593	-6.074e-007
24594	-6.4229e-007
24595	-8.9968e-007
24596	-4.1661e-007
24597	-4.1894e-007
24598	-3.0431e-007
24599	-3.4081e-007
24600	-3.1881e-007
24601	-9.4296e-007
24602	2.671e-007
24603	5.6869e-007
24604	2.2059e-007
24605	5.7295e-007
24606	5.8109e-007
24607	6.0051e-008
24608	6.6788e-008
24609	5.1054e-008
24610	6.2471e-008
24611	4.9294e-008
24612	5.9274e-008
24613	4.9267e-008
24614	5.5916e-008
24615	4.8045e-008
24616	2.4131e-008
24617	5.6891e-008
24618	5.3389e-008
24619	5.5348e-008
24620	3.6885e-008
24621	7.2507e-010
24622	2.2557e-008
24623	9.3794e-009
24624	2.6125e-008
24625	-9.1623e-009
24626	1.9359e-008
24627	1.3939e-008
24628	1.8597e-008
24629	1.6001e-008
24630	1.7374e-008
24631	9.8004e-009
24632	1.6977e-008
24633	1.5433e-008
24634	1.319e-008
24635	1.7474e-008
24636	4.2874e-008
24637	3.0687e-008
24638	1.9518e-008
24639	2.455e-008
24640	3.5346e-008
24641	3.4122e-008
24642	2.6549e-008
24643	-1.3472e-006
24644	-1.3401e-006
24645	-7.9713e-007
24646	-7.6283e-007
24647	-7.6634e-007
24648	-7.7444e-007
24649	-7.8313e-007
24650	-9.0686e-007
24651	-8.8401e-007
24652	-6.8874e-007
24653	-5.0309e-007
24654	-3.3373e-007
24655	-3.4445e-007
24656	-3.4267e-007
24657	-2.023e-006
24658	-1.0725e-006
24659	-1.4437e-006
24660	-1.7918e-006
24661	-1.6635e-006
24662	-1.4313e-006
24663	-2.0993e-006
24664	-1.2104e-006
24665	-1.2488e-006
24666	-1.9699e-006
24667	-2.063e-006
24668	-1.4966e-006
24669	2.4801e-007
24670	-1.6678e-008
24671	7.4076e-008
24672	-1.9883e-008
24673	1.5134e-007
24674	1.7938e-007
24675	7.8568e-008
24676	6.1019e-008
24677	1.7876e-008
24678	1.0434e-007
24679	3.1568e-008
24680	2.2738e-008
24681	1.7691e-008
24682	-6.2482e-009
24683	2.5099e-008
24684	-4.6467e-007
24685	-1.3972e-007
24686	-1.0488e-007
24687	1.1846e-007
24688	-1.1161e-007
24689	2.076e-007
24690	-7.6758e-008
24691	3.7466e-007
24692	3.4984e-008
24693	1.6773e-007
24694	-3.1955e-008
24695	-8.6912e-008
24696	5.0488e-008
24697	5.0935e-008
24698	2.1624e-007
24699	-7.6368e-008
24700	1.1795e-007
24701	2.6447e-007
24702	1.282e-007
24703	8.0994e-008
24704	2.2598e-007
24705	-2.0143e-007
24706	-2.2625e-007
24707	-2.3919e-007
24708	1.8331e-007
24709	-1.7332e-007
24710	5.3553e-008
24711	1.0514e-007
24712	-1.8172e-006
24713	-8.3665e-007
24714	-1.1214e-006
24715	-1.6934e-006
24716	-1.4887e-006
24717	-1.3555e-006
24718	-1.0143e-006
24719	-1.9621e-006
24720	-1.0435e-006
24721	-1.1575e-006
24722	-1.7651e-006
24723	-1.6412e-006
24724	-1.3625e-006
24725	-1.0864e-006
24726	1.6808e-007
24727	-8.206e-008
24728	8.142e-008
24729	6.5833e-008
24730	-1.0371e-007
24731	1.5297e-007
24732	2.8553e-007
24733	5.9767e-008
24734	8.2223e-008
24735	2.9662e-008
24736	7.3705e-008
24737	-7.8894e-008
24738	1.5045e-007
24739	7.9696e-008
24740	6.4828e-008
24741	5.3929e-008
24742	3.9419e-008
24743	-2.7839e-009
24744	-4.7497e-007
24745	-1.6664e-007
24746	-2.149e-007
24747	5.453e-007
24748	-3.5945e-008
24749	1.5774e-007
24750	-8.4202e-008
24751	3.3532e-007
24752	7.2326e-008
24753	1.27e-007
24754	-9.3151e-008
24755	1.2909e-009
24756	-2.072e-008
24757	4.5485e-008
24758	1.6378e-007
24759	-6.4329e-008
24760	5.6459e-008
24761	3.171e-007
24762	1.1808e-007
24763	1.6551e-007
24764	-6.1141e-008
24765	-1.8347e-007
24766	-2.1921e-007
24767	-4.0051e-008
24768	3.1901e-007
24769	-7.3432e-008
24770	1.4164e-007
24771	2.5697e-007
24772	-9.0558e-008
24773	3.912e-007
24774	1.1712e-007
24775	4.0437e-008
24776	-5.9505e-009
24777	-7.702e-009
24778	-3.0129e-008
24779	-2.6847e-008
24780	3.977e-007
24781	4.217e-007
24782	4.1072e-007
24783	3.5175e-007
24784	2.6247e-007
24785	1.9519e-007
24786	7.9594e-008
24787	6.1925e-008
24788	1.2935e-007
24789	2.7044e-007
24790	1.419e-007
24791	-2.5642e-007
24792	1.0242e-008
24793	-1.7488e-007
24794	-1.0745e-007
24795	7.7306e-007
24796	-1.0501e-007
24797	-8.8466e-008
24798	-3.9894e-008
24799	-8.8972e-008
24800	1.2228e-007
24801	-3.9047e-007
24802	2.5212e-006
24803	-2.006e-007
24804	-5.5003e-008
24805	5.4703e-007
24806	2.2728e-007
24807	9.6708e-008
24808	2.5875e-007
24809	7.0873e-008
24810	-7.6849e-008
24811	-6.9991e-009
24812	3.1332e-007
24813	-5.1663e-007
24814	9.8033e-007
24815	-1.37e-007
24816	2.0556e-006
24817	-3.0804e-007
24818	-2.0224e-007
24819	2.3135e-007
24820	2.0486e-007
24821	1.1922e-006
24822	-1.5243e-008
24823	9.6232e-009
24824	3.4234e-007
24825	2.8819e-007
24826	3.372e-007
24827	1.2638e-007
24828	8.1092e-008
24829	1.3197e-007
24830	2.8195e-007
24831	1.4104e-007
24832	9.5752e-008
24833	1.6003e-007
24834	1.4664e-007
24835	5.4607e-008
24836	2.3374e-006
24837	-2.633e-008
24838	7.9474e-008
24839	8.5408e-008
24840	4.6503e-007
24841	2.6577e-006
24842	6.2708e-007
24843	4.392e-007
24844	-7.4727e-008
24845	3.0732e-007
24846	2.837e-006
24847	1.1944e-007
24848	-1.238e-007
24849	2.7879e-006
24850	9.4051e-007
24851	6.6062e-008
24852	1.9944e-007
24853	-1.2512e-007
24854	7.5539e-007
24855	1.597e-008
24856	-1.1257e-007
24857	-1.2268e-007
24858	3.5342e-007
24859	2.9444e-007
24860	2.0517e-007
24861	2.0109e-007
24862	1.3789e-007
24863	2.514e-007
24864	-8.5051e-008
24865	-1.3144e-007
24866	-1.3319e-007
24867	-1.5562e-007
24868	3.0366e-007
24869	1.6701e-007
24870	2.9111e-007
24871	-4.6067e-008
24872	-1.6662e-007
24873	-9.8974e-008
24874	3.5294e-008
24875	2.5175e-008
24876	1.2239e-008
24877	4.052e-007
24878	5.1771e-007
24879	-4.5798e-008
24880	-1.7804e-007
24881	7.622e-008
24882	1.1693e-007
24883	1.5032e-007
24884	3.6993e-007
24885	4.185e-007
24886	3.0584e-008
24887	-4.1788e-011
24888	9.2296e-008
24889	1.9217e-007
24890	2.119e-007
24891	2.7457e-007
24892	-5.4554e-008
24893	4.93e-007
24894	5.1389e-007
24895	2.858e-007
24896	2.5493e-007
24897	1.212e-007
24898	3.0935e-007
24899	6.0653e-007
24900	2.2128e-007
24901	2.6179e-008
24902	1.6403e-007
24903	6.3064e-007
24904	6.1836e-007
24905	5.8354e-008
24906	5.0289e-008
24907	6.6915e-008
24908	6.3708e-007
24909	3.7525e-007
24910	2.5633e-007
24911	7.6271e-008
24912	7.707e-008
24913	7.8188e-008
24914	8.563e-008
24915	1.2845e-008
24916	1.6593e-007
24917	-2.3996e-007
24918	-2.9117e-007
24919	-2.1251e-007
24920	-1.4192e-007
24921	6.3754e-008
24922	-1.6337e-007
24923	-1.5252e-007
24924	1.4005e-007
24925	-9.1454e-008
24926	9.7939e-008
24927	-7.2822e-008
24928	3.4524e-008
24929	5.029e-007
24930	6.8736e-008
24931	4.6974e-007
24932	8.6129e-008
24933	1.9505e-007
24934	1.9549e-007
24935	5.5057e-007
24936	1.5715e-007
24937	2.9983e-007
24938	3.4813e-007
24939	2.2383e-007
24940	6.4653e-007
24941	5.5464e-007
24942	7.5627e-008
24943	3.4809e-007
24944	3.7856e-007
24945	1.8555e-007
24946	-2.3286e-007
24947	-1.8432e-007
24948	-1.8322e-007
24949	-8.2415e-008
24950	9.4558e-008
24951	5.6481e-007
24952	1.5835e-007
24953	1.2059e-007
24954	3.4232e-007
24955	2.5205e-007
24956	1.8192e-007
24957	4.1364e-007
24958	3.916e-007
24959	3.4028e-007
24960	1.8794e-007
24961	-2.1388e-007
24962	-2.7806e-007
24963	-1.9626e-007
24964	-1.2482e-007
24965	6.6714e-007
24966	2.6707e-007
24967	2.6887e-007
24968	3.4543e-007
24969	6.2424e-007
24970	1.6869e-007
24971	5.7275e-007
24972	3.9574e-008
24973	2.7808e-007
24974	3.5723e-007
24975	1.4094e-007
24976	4.3235e-007
24977	9.9404e-008
24978	2.9707e-007
24979	3.2949e-007
24980	1.6416e-007
24981	2.1264e-007
24982	-4.2179e-008
24983	2.9808e-007
24984	1.26e-008
24985	2.3854e-007
24986	1.8933e-007
24987	-2.6598e-007
24988	-2.5935e-007
24989	-2.102e-007
24990	-1.2606e-007
24991	3.6425e-007
24992	2.0697e-008
24993	8.497e-008
24994	-1.2846e-007
24995	-6.2791e-008
24996	7.1579e-008
24997	9.7788e-008
24998	7.5728e-008
24999	-3.6491e-007
25000	1.8277e-006
25001	-2.0287e-007
25002	-5.3596e-007
25003	-5.1486e-007
25004	-3.7015e-007
25005	-3.9075e-007
25006	1.1474e-006
25007	4.0796e-007
25008	3.146e-007
25009	1.9621e-008
25010	2.7942e-007
25011	2.6931e-007
25012	-3.6523e-007
25013	2.6603e-007
25014	-2.7911e-007
25015	-1.6684e-008
25016	2.0322e-007
25017	-1.2788e-008
25018	-1.2734e-008
25019	-5.5738e-008
25020	1.0534e-007
25021	3.4664e-007
25022	3.4941e-007
25023	-7.1905e-008
25024	1.3815e-007
25025	1.4003e-007
25026	6.3389e-007
25027	6.2625e-007
25028	1.7611e-007
25029	-6.1864e-008
25030	2.3598e-007
25031	2.665e-007
25032	-1.0653e-006
25033	-7.2733e-007
25034	-3.8619e-007
25035	-1.1374e-006
25036	-7.3476e-007
25037	-4.5869e-007
25038	-9.6038e-007
25039	-6.0606e-007
25040	-4.6322e-007
25041	-4.8714e-007
25042	-8.5948e-007
25043	-6.0543e-007
25044	-4.7669e-007
25045	-4.9897e-007
25046	2.1132e-007
25047	1.2467e-007
25048	1.8106e-007
25049	9.7976e-008
25050	6.1339e-008
25051	1.2279e-007
25052	-1.5686e-007
25053	-1.0024e-007
25054	-8.8976e-008
25055	-1.0227e-007
25056	-4.5484e-008
25057	2.7812e-007
25058	7.1551e-007
25059	1.9844e-007
25060	2.5106e-007
25061	9.9003e-008
25062	2.4552e-007
25063	1.3093e-007
25064	6.488e-008
25065	9.6414e-008
25066	1.0925e-007
25067	-2.6824e-007
25068	-1.1585e-007
25069	-8.1283e-008
25070	-1.0459e-007
25071	-6.1094e-008
25072	9.565e-009
25073	4.206e-007
25074	4.1666e-007
25075	4.4082e-008
25076	5.3494e-008
25077	2.0936e-007
25078	2.767e-007
25079	8.9789e-008
25080	2.4162e-008
25081	6.3053e-008
25082	7.7677e-008
25083	-3.0426e-007
25084	-1.5559e-007
25085	-9.7486e-008
25086	-1.3394e-007
25087	-1.1278e-007
25088	2.373e-007
25089	5.8673e-007
25090	-3.8736e-008
25091	8.9509e-008
25092	9.103e-008
25093	1.9974e-007
25094	-5.5877e-008
25095	1.0991e-007
25096	4.428e-008
25097	6.0401e-008
25098	8.2306e-008
25099	1.0564e-007
25100	-1.1497e-007
25101	-1.0527e-007
25102	-8.3618e-008
25103	-9.4085e-008
25104	4.6908e-007
25105	4.8891e-007
25106	3.0898e-007
25107	1.1604e-007
25108	1.1756e-007
25109	1.2472e-007
25110	1.1396e-007
25111	-1.6704e-007
25112	3.4565e-007
25113	-3.6928e-007
25114	-6.6847e-007
25115	-2.2308e-007
25116	-2.3116e-007
25117	-2.3342e-007
25118	-2.1503e-007
25119	6.1118e-007
25120	-1.0375e-007
25121	3.4366e-008
25122	3.211e-008
25123	2.977e-007
25124	8.6886e-008
25125	2.2025e-007
25126	9.2483e-008
25127	8.5683e-008
25128	1.3604e-007
25129	1.3589e-007
25130	2.6926e-007
25131	1.3469e-007
25132	1.4785e-007
25133	1.8504e-007
25134	4.7928e-007
25135	1.0668e-006
25136	-2.9366e-007
25137	-5.8873e-007
25138	-1.1124e-008
25139	8.7442e-008
25140	-2.96e-007
25141	2.7731e-007
25142	2.8161e-007
25143	2.9983e-007
25144	-5.7624e-007
25145	-7.4421e-007
25146	-3.7653e-008
25147	-4.5145e-008
25148	-5.5252e-008
25149	2.8346e-007
25150	1.9011e-007
25151	-5.4415e-007
25152	-2.8096e-007
25153	1.5492e-007
25154	1.6585e-007
25155	1.2691e-007
25156	4.7339e-007
25157	2.2074e-007
25158	-7.8446e-008
25159	3.2614e-007
25160	3.6836e-007
25161	-5.3344e-008
25162	1.1348e-007
25163	5.2059e-008
25164	8.4774e-008
25165	9.4281e-008
25166	-5.0909e-007
25167	3.1894e-007
25168	-2.4034e-007
25169	-9.8165e-007
25170	-3.5103e-007
25171	-3.6137e-007
25172	-3.2456e-007
25173	4.8235e-007
25174	-7.6939e-008
25175	-1.9796e-007
25176	-1.6116e-007
25177	5.0124e-007
25178	4.3354e-007
25179	2.8901e-008
25180	9.4566e-008
25181	2.5211e-007
25182	2.3844e-007
25183	2.5387e-007
25184	2.5514e-007
25185	2.3309e-007
25186	2.5951e-007
25187	4.1318e-007
25188	2.4062e-007
25189	2.2197e-007
25190	8.5409e-009
25191	2.0547e-007
25192	2.3175e-007
25193	2.1318e-007
25194	2.3915e-007
25195	4.154e-007
25196	2.6304e-007
25197	5.3562e-007
25198	5.6186e-007
25199	5.5224e-007
25200	2.6961e-007
25201	5.0052e-007
25202	5.3253e-007
25203	5.3997e-007
25204	5.2618e-007
25205	6.3542e-007
25206	4.4884e-007
25207	-2.0729e-007
25208	-1.259e-007
25209	2.5871e-007
25210	2.6878e-007
25211	2.707e-007
25212	2.6476e-007
25213	6.7268e-007
25214	5.165e-007
25215	3.5091e-007
25216	-1.3963e-007
25217	3.3644e-007
25218	3.3241e-007
25219	3.0928e-007
25220	6.8057e-007
25221	3.824e-007
25222	3.3601e-007
25223	-1.3174e-007
25224	3.3426e-007
25225	3.1183e-007
25226	2.9773e-007
25227	-1.7003e-007
25228	2.7355e-007
25229	3.5614e-007
25230	2.7889e-007
25231	2.4864e-006
25232	-2.5784e-007
25233	-5.076e-007
25234	-2.3544e-007
25235	-2.3113e-007
25236	5.9467e-007
25237	-1.4824e-007
25238	-9.1411e-008
25239	4.9088e-007
25240	7.936e-009
25241	-2.5623e-007
25242	-5.6152e-007
25243	2.4958e-007
25244	7.761e-008
25245	3.2685e-007
25246	-1.386e-007
25247	1.3239e-007
25248	3.2029e-007
25249	-9.7767e-008
25250	-2.8707e-007
25251	-1.1405e-007
25252	-6.3036e-007
25253	-2.4737e-007
25254	-1.2618e-007
25255	-3.1039e-008
25256	-5.4735e-007
25257	-2.6948e-007
25258	-4.3169e-008
25259	-1.444e-007
25260	2.6994e-008
25261	-2.2034e-007
25262	-1.4868e-007
25263	-3.8284e-007
25264	-7.3665e-007
25265	-3.5366e-007
25266	-4.5878e-007
25267	-2.3247e-007
25268	-1.7569e-007
25269	2.7168e-007
25270	-3.1629e-007
25271	3.9985e-007
25272	-3.8423e-008
25273	8.6659e-008
25274	-4.9732e-007
25275	-2.2634e-007
25276	-3.8433e-008
25277	-4.8738e-007
25278	-1.0568e-006
25279	-1.e-006
25280	-5.2194e-007
25281	-4.177e-007
25282	-4.2969e-007
25283	-7.3498e-007
25284	-2.0009e-007
25285	-2.0547e-007
25286	7.6119e-008
25287	-9.585e-008
25288	-1.611e-007
25289	-3.1204e-007
25290	-8.9313e-007
25291	-2.3712e-007
25292	-3.5564e-007
25293	9.1496e-009
25294	-5.2646e-007
25295	-1.8227e-007
25296	-1.7511e-007
25297	-1.8587e-007
25298	-3.7741e-007
25299	6.6062e-008
25300	-8.0098e-008
25301	-7.184e-007
25302	-1.8091e-007
25303	-3.5173e-007
25304	-1.1146e-008
25305	-2.0269e-007
25306	-5.5883e-007
25307	-3.561e-007
25308	-3.6815e-007
25309	-3.5947e-007
25310	-2.3896e-007
25311	-2.9083e-007
25312	-1.7051e-007
25313	-3.804e-007
25314	-6.6188e-007
25315	-4.417e-007
25316	-4.464e-007
25317	-2.2054e-007
25318	-1.8892e-007
25319	-1.4141e-007
25320	-2.1089e-008
25321	-5.1245e-007
25322	3.7534e-008
25323	-2.9697e-007
25324	-1.4387e-007
25325	-5.1492e-007
25326	-2.9473e-007
25327	-7.3578e-008
25328	6.5118e-008
25329	-5.6432e-007
25330	-3.4884e-007
25331	-1.2298e-007
25332	1.7945e-007
25333	3.8218e-007
25334	3.7012e-007
25335	3.9641e-007
25336	-3.8806e-007
25337	2.6795e-007
25338	3.192e-007
25339	-6.6597e-007
25340	4.1286e-008
25341	7.2091e-008
25342	7.4119e-008
25343	2.7285e-007
25344	4.399e-007
25345	4.4587e-007
25346	1.0023e-007
25347	-3.9444e-007
25348	-3.0886e-007
25349	-4.6963e-007
25350	-1.7405e-007
25351	-1.8804e-007
25352	-5.2018e-007
25353	-6.0137e-007
25354	-5.8049e-007
25355	-5.8587e-007
25356	-5.6652e-007
25357	-4.1664e-007
25358	1.0139e-007
25359	1.3069e-007
25360	4.3199e-008
25361	-1.3795e-008
25362	-2.3038e-008
25363	-4.1548e-008
25364	-4.7091e-008
25365	-1.0799e-007
25366	-1.8335e-007
25367	-5.6363e-007
25368	-1.6542e-007
25369	-2.8576e-007
25370	-5.945e-008
25371	-2.6682e-009
25372	-3.232e-007
25373	-1.3669e-007
25374	-3.9914e-007
25375	-1.3624e-007
25376	-1.1605e-007
25377	7.5271e-007
25378	3.1933e-007
25379	4.6698e-007
25380	4.8971e-007
25381	6.2199e-007
25382	5.3406e-007
25383	1.1338e-007
25384	-5.5235e-007
25385	-5.0813e-007
25386	-5.9595e-007
25387	-5.5639e-007
25388	-7.6677e-007
25389	-1.2692e-007
25390	-2.7464e-007
25391	-2.4829e-007
25392	-4.4546e-007
25393	-2.9642e-007
25394	-1.8745e-008
25395	4.8596e-008
25396	-5.6164e-008
25397	-1.5043e-007
25398	-1.0032e-008
25399	2.0996e-007
25400	1.0625e-007
25401	1.47e-007
25402	-2.0982e-007
25403	-6.9248e-008
25404	-2.7582e-007
25405	-3.0441e-009
25406	-1.834e-008
25407	-1.4622e-007
25408	-9.0445e-008
25409	1.3541e-007
25410	-9.5152e-009
25411	1.2747e-007
25412	1.3302e-007
25413	-1.9376e-009
25414	1.2272e-008
25415	-3.1957e-007
25416	-1.9058e-007
25417	-3.0894e-007
25418	-2.6798e-007
25419	9.1093e-008
25420	-1.1524e-007
25421	1.4083e-007
25422	-5.189e-008
