Element Number	Volume (m³)
5637	1.547e-007
5638	9.5756e-008
5639	1.6252e-007
5640	1.6171e-008
5641	5.8236e-008
5642	7.6789e-008
5643	8.0863e-008
5644	1.1682e-007
5645	1.2169e-007
5646	1.5797e-007
5647	1.1578e-007
5648	2.4027e-007
5649	1.8445e-007
5650	6.1015e-008
5651	1.6449e-007
5652	6.415e-008
5653	9.0014e-008
5654	1.0714e-007
5655	7.2141e-006
5656	1.3391e-005
5657	6.6547e-006
5658	1.214e-005
5659	2.6543e-006
5660	2.8385e-006
5661	5.9278e-006
5662	3.6533e-006
5663	8.0473e-006
5664	2.0631e-005
5665	9.5778e-006
5666	4.0775e-006
5667	3.8995e-006
5668	2.486e-007
5669	2.0213e-007
5670	1.7458e-007
5671	7.9661e-008
5672	6.5727e-007
5673	1.1999e-006
5674	1.6063e-007
5675	2.9043e-006
5676	1.2098e-006
5677	2.1847e-006
5678	1.0096e-006
5679	4.9849e-007
5680	2.3846e-007
5681	7.3573e-008
5682	4.8929e-007
5683	8.0293e-007
5684	1.2987e-007
5685	3.4597e-007
5686	4.0175e-007
5687	1.4367e-006
5688	3.6663e-007
5689	5.5806e-007
5690	4.9713e-007
5691	1.0523e-005
5692	1.2343e-005
5693	4.1704e-006
5694	5.3812e-006
5695	2.6994e-005
5696	1.2253e-005
5697	1.4393e-005
5698	9.8634e-006
5699	5.7549e-006
5700	7.9142e-006
5701	1.5541e-005
5702	1.6747e-005
5703	1.4803e-005
5704	1.7345e-005
5705	1.0455e-005
5706	6.0322e-006
5707	4.5291e-006
5708	9.3952e-006
5709	7.3424e-006
5710	2.2515e-005
5711	1.6158e-005
5712	2.1728e-005
5713	6.6648e-007
5714	5.0704e-007
5715	7.29e-007
5716	5.7615e-007
5717	7.5474e-008
5718	1.849e-006
5719	4.7077e-007
5720	1.7552e-007
5721	2.9016e-007
5722	4.8458e-007
5723	6.6802e-007
5724	1.4794e-006
5725	1.7567e-006
5726	1.0038e-006
5727	9.1727e-007
5728	5.212e-008
5729	1.6135e-007
5730	8.4308e-007
5731	7.1668e-008
5732	1.2651e-006
5733	1.2579e-006
5734	4.2494e-006
5735	2.2024e-006
5736	5.944e-006
5737	1.9855e-006
5738	2.8732e-008
5739	4.2405e-008
5740	2.9566e-007
5741	4.2295e-007
5742	1.8138e-007
5743	1.9389e-007
5744	2.0191e-007
5745	1.4181e-007
5746	1.5696e-007
5747	2.1296e-007
5748	2.6473e-008
5749	2.6559e-008
5750	1.5647e-007
5751	1.5112e-007
5752	3.5425e-006
5753	1.379e-006
5754	1.5836e-006
5755	7.5921e-007
5756	9.6901e-007
5757	2.9125e-007
5758	1.7381e-006
5759	2.757e-006
5760	3.7808e-006
5761	1.6512e-006
5762	9.7617e-006
5763	5.7646e-006
5764	3.6194e-006
5765	1.0976e-005
5766	4.7218e-006
5767	1.9355e-005
5768	9.2893e-006
5769	2.2508e-005
5770	2.7539e-005
5771	6.0508e-006
5772	1.5602e-005
5773	1.6617e-005
5774	5.5587e-006
5775	3.7287e-006
5776	1.0976e-005
5777	1.1589e-005
5778	1.1163e-007
5779	2.8774e-008
5780	3.508e-008
5781	2.4598e-007
5782	2.5851e-007
5783	7.1111e-007
5784	6.0042e-007
5785	6.7665e-007
5786	1.2585e-006
5787	1.7509e-007
5788	1.8144e-007
5789	1.5984e-007
5790	1.4176e-007
5791	9.2813e-007
5792	5.0032e-007
5793	4.2795e-007
5794	4.7671e-007
5795	3.944e-007
5796	1.7606e-007
5797	2.3398e-007
5798	7.3327e-007
5799	1.0937e-006
5800	4.3342e-007
5801	8.4944e-007
5802	4.5362e-007
5803	2.8556e-006
5804	5.3699e-007
5805	2.7044e-007
5806	4.1134e-007
5807	6.1276e-008
5808	1.7605e-008
5809	6.1835e-008
5810	2.3095e-008
5811	1.0151e-007
5812	7.856e-009
5813	8.7176e-008
5814	2.0355e-008
5815	9.3874e-008
5816	2.1403e-008
5817	2.5754e-007
5818	3.3486e-007
5819	5.5162e-009
5820	2.2845e-007
5821	1.5863e-007
5822	8.163e-009
5823	1.9703e-007
5824	1.0152e-008
5825	1.8284e-007
5826	2.5274e-007
5827	2.0615e-007
5828	1.6296e-007
5829	1.0071e-007
5830	1.4792e-007
5831	5.9327e-008
5832	1.1622e-007
5833	4.1088e-008
5834	1.2867e-007
5835	1.6293e-007
5836	1.6033e-007
5837	9.9752e-008
5838	2.5442e-008
5839	1.3941e-008
5840	2.4287e-008
5841	1.9134e-007
5842	1.2326e-007
5843	2.7454e-007
5844	7.2141e-008
5845	2.7961e-007
5846	7.2614e-008
5847	1.3843e-007
5848	3.9356e-008
5849	4.3038e-008
5850	1.806e-007
5851	5.8129e-008
5852	5.6481e-008
5853	6.1478e-008
5854	5.9528e-008
5855	3.3399e-007
5856	2.0718e-007
5857	2.1913e-007
5858	1.6446e-007
5859	1.844e-007
5860	1.7073e-006
5861	3.8268e-007
5862	5.0815e-007
5863	2.752e-007
5864	3.702e-007
5865	6.938e-007
5866	5.6535e-007
5867	1.093e-006
5868	2.8872e-007
5869	4.5398e-007
5870	1.9651e-006
5871	1.7671e-006
5872	8.8991e-007
5873	4.624e-007
5874	2.0316e-007
5875	3.0579e-007
5876	1.8708e-007
5877	2.2064e-008
5878	7.6297e-007
5879	2.9128e-007
5880	3.7752e-007
5881	1.332e-007
5882	6.113e-007
5883	1.9558e-007
5884	3.5919e-007
5885	6.701e-007
5886	8.7919e-007
5887	2.4537e-006
5888	9.6518e-007
5889	1.332e-006
5890	1.4584e-006
5891	1.7268e-006
5892	2.582e-006
5893	1.5321e-006
5894	2.0163e-006
5895	4.2538e-006
5896	9.3663e-007
5897	6.5154e-007
5898	3.4698e-006
5899	1.4972e-006
5900	1.0666e-006
5901	5.1449e-006
5902	5.7516e-006
5903	2.1759e-006
5904	3.8497e-006
5905	3.1586e-006
5906	4.484e-006
5907	3.8629e-006
5908	4.3732e-007
5909	5.995e-007
5910	6.3003e-007
5911	9.2972e-007
5912	1.4651e-006
5913	2.7574e-006
5914	6.3989e-007
5915	1.1975e-006
5916	2.6399e-006
5917	2.7889e-006
5918	1.4248e-007
5919	3.9598e-007
5920	2.0649e-007
5921	2.7076e-007
5922	1.8283e-007
5923	5.2577e-007
5924	4.3179e-007
5925	3.6986e-007
5926	3.5659e-007
5927	2.7108e-007
5928	5.4793e-007
5929	8.5898e-007
5930	3.923e-007
5931	1.464e-006
5932	7.668e-008
5933	7.5243e-008
5934	1.9924e-007
5935	7.5243e-008
5936	1.2626e-007
5937	7.3115e-008
5938	7.3115e-008
5939	2.759e-007
5940	2.1259e-007
5941	2.7288e-007
5942	9.7943e-007
5943	1.421e-006
5944	3.2482e-007
5945	1.7815e-006
5946	1.2018e-006
5947	6.2446e-007
5948	9.0658e-008
5949	4.7656e-007
5950	3.3612e-006
5951	4.8344e-007
5952	3.1024e-006
5953	1.7421e-006
5954	5.3191e-007
5955	2.0553e-007
5956	6.134e-007
5957	4.966e-006
5958	2.4601e-006
5959	5.4358e-006
5960	2.4164e-006
5961	6.6203e-006
5962	3.5131e-006
5963	5.2612e-006
5964	7.2336e-006
5965	1.3277e-006
5966	2.0621e-006
5967	4.4132e-007
5968	3.8743e-007
5969	4.7604e-006
5970	7.1571e-006
5971	6.1649e-006
5972	3.9324e-006
5973	1.0504e-005
5974	9.9108e-006
5975	1.2116e-005
5976	7.6175e-006
5977	1.0103e-005
5978	1.0382e-005
5979	6.6924e-006
5980	4.2989e-006
5981	6.6465e-006
5982	5.8261e-007
5983	3.0862e-006
5984	2.4633e-006
5985	4.6874e-006
5986	1.05e-005
5987	4.0138e-006
5988	2.5532e-006
5989	3.8679e-006
5990	3.0857e-008
5991	1.8773e-008
5992	7.3457e-009
5993	6.2912e-009
5994	1.4113e-009
5995	4.8069e-008
5996	1.7742e-008
5997	1.6505e-008
5998	3.3214e-006
5999	4.527e-006
6000	5.2377e-006
6001	2.752e-006
6002	7.9763e-006
6003	6.4307e-006
6004	2.0741e-006
6005	4.3884e-007
6006	5.3808e-006
6007	6.8146e-006
6008	5.2875e-006
6009	4.7182e-006
6010	4.213e-007
6011	2.3106e-006
6012	4.5696e-007
6013	5.3756e-007
6014	2.6632e-006
6015	4.6004e-006
6016	7.6129e-006
6017	3.2221e-006
6018	1.8436e-006
6019	5.0968e-006
6020	1.5734e-006
6021	3.3886e-006
6022	5.0196e-006
6023	2.4923e-006
6024	1.1193e-007
6025	9.337e-008
6026	8.6244e-008
6027	8.509e-008
6028	1.8146e-008
6029	3.9499e-008
6030	6.4516e-008
6031	1.8814e-007
6032	1.5866e-007
6033	4.5324e-008
6034	8.8561e-008
6035	5.2085e-008
6036	1.7868e-008
6037	8.6017e-008
6038	1.9303e-008
6039	9.1689e-008
6040	1.7004e-008
6041	2.8683e-008
6042	3.0392e-008
6043	2.8367e-008
6044	9.7632e-007
6045	8.5502e-007
6046	1.2244e-006
6047	4.3709e-007
6048	1.75e-006
6049	3.227e-007
6050	3.4757e-007
6051	1.2864e-006
6052	8.3535e-007
6053	5.2792e-007
6054	2.3946e-007
6055	8.0407e-007
6056	8.0384e-007
6057	3.4319e-006
6058	1.6077e-006
6059	2.1619e-007
6060	2.8163e-007
6061	7.6783e-007
6062	5.5493e-007
6063	1.3191e-006
6064	8.7712e-007
6065	3.3757e-006
6066	5.9486e-006
6067	2.6144e-006
6068	2.0673e-006
6069	8.1272e-006
6070	7.0501e-006
6071	1.4467e-006
6072	1.0933e-006
6073	1.3489e-006
6074	3.2265e-006
6075	3.3645e-006
6076	2.3442e-006
6077	6.1326e-006
6078	5.4798e-007
6079	7.8107e-007
6080	1.1415e-006
6081	3.9054e-007
6082	2.3201e-007
6083	6.5438e-007
6084	4.2422e-007
6085	5.0553e-007
6086	6.497e-006
6087	1.5611e-006
6088	3.0352e-006
6089	1.4334e-006
6090	3.0264e-006
6091	1.5611e-006
6092	6.2756e-007
6093	7.2965e-010
6094	1.4809e-006
6095	1.4809e-006
6096	8.7014e-007
6097	6.9216e-007
6098	3.8847e-006
6099	6.9216e-007
6100	6.9216e-007
6101	9.2404e-007
6102	1.8723e-006
6103	2.0317e-006
6104	3.7808e-006
6105	1.6404e-006
6106	2.5844e-006
6107	2.4772e-006
6108	2.1387e-006
6109	4.0257e-006
6110	1.9362e-006
6111	1.9362e-006
6112	4.5497e-006
6113	2.8657e-006
6114	1.8915e-006
6115	1.4342e-006
6116	4.1037e-006
6117	1.9362e-006
6118	2.7012e-006
6119	4.0257e-006
6120	4.1914e-006
6121	2.1387e-006
6122	2.9677e-006
6123	3.1514e-006
6124	2.4112e-006
6125	2.8821e-006
6126	1.9362e-006
6127	2.9677e-006
6128	4.2084e-006
6129	2.5609e-006
6130	3.5781e-006
6131	2.7012e-006
6132	1.4936e-006
6133	3.4511e-006
6134	2.4414e-006
6135	1.5177e-006
6136	2.8657e-006
6137	2.5692e-006
6138	3.7808e-006
6139	3.9724e-006
6140	3.6127e-006
6141	2.5573e-006
6142	2.2374e-006
6143	2.5971e-006
6144	1.8915e-006
6145	2.1335e-006
6146	3.9896e-006
6147	1.525e-006
6148	1.7445e-006
6149	3.631e-006
6150	2.5573e-006
6151	4.5497e-006
6152	2.0317e-006
6153	2.0332e-006
6154	1.8083e-006
6155	5.2682e-006
6156	1.4334e-006
6157	1.4164e-006
6158	2.2829e-006
6159	1.4936e-006
6160	1.6451e-006
6161	1.4164e-006
6162	2.1343e-006
6163	4.1034e-006
6164	2.2387e-006
6165	1.839e-006
6166	6.1921e-006
6167	3.9906e-006
6168	1.525e-006
6169	1.7935e-006
6170	1.6714e-006
6171	2.8821e-006
6172	1.4809e-006
6173	1.4809e-006
6174	1.5177e-006
6175	8.3901e-010
6176	9.4433e-010
6177	1.8449e-006
6178	7.574e-010
6179	1.1081e-009
6180	1.8813e-009
6181	8.1774e-010
6182	9.2404e-007
6183	8.325e-010
6184	1.4998e-009
6185	1.2244e-009
6186	7.4489e-010
6187	9.5885e-010
6188	1.2688e-007
6189	9.053e-010
6190	7.0303e-010
6191	1.2382e-009
6192	7.574e-010
6193	8.8983e-010
6194	9.4071e-010
6195	8.5633e-010
6196	7.2965e-010
6197	1.5064e-009
6198	1.0308e-005
6199	8.325e-010
6200	1.1305e-009
6201	7.4783e-010
6202	9.4446e-010
6203	8.3378e-010
6204	8.0049e-010
6205	1.2062e-009
6206	1.2502e-009
6207	1.3358e-009
6208	2.0773e-006
6209	6.0906e-006
6210	2.0773e-006
6211	1.4152e-006
6212	1.8912e-007
6213	1.8904e-007
6214	1.4962e-008
6215	1.2481e-007
6216	1.9127e-007
6217	1.2947e-008
6218	1.2468e-007
6219	1.4102e-008
6220	1.8605e-006
6221	1.4774e-006
6222	2.6351e-006
6223	2.4458e-006
6224	3.7589e-007
6225	2.2795e-008
6226	3.2309e-007
6227	4.3408e-007
6228	6.2355e-007
6229	3.3227e-007
6230	5.8949e-007
6231	1.4262e-006
6232	3.9388e-008
6233	3.6757e-008
6234	3.9173e-006
6235	8.8896e-006
6236	6.0775e-006
6237	7.6255e-006
6238	2.6855e-006
6239	5.5556e-006
6240	2.8879e-006
6241	7.2035e-009
6242	2.0749e-008
6243	1.204e-008
6244	5.6164e-008
6245	1.1134e-008
6246	1.4169e-007
6247	7.193e-009
6248	7.9974e-009
6249	1.7358e-007
6250	8.3217e-007
6251	3.0515e-007
6252	4.1835e-006
6253	6.0424e-006
6254	1.1709e-005
6255	9.7543e-007
6256	1.3652e-006
6257	9.6899e-006
6258	1.0169e-005
6259	1.207e-005
6260	8.7425e-007
6261	3.172e-007
6262	3.172e-007
6263	3.2411e-008
6264	5.0857e-008
6265	6.3367e-009
6266	6.9545e-006
6267	4.5168e-006
6268	6.2202e-006
6269	8.6953e-006
6270	9.6188e-006
6271	8.4846e-006
6272	1.0622e-005
6273	8.4167e-006
6274	9.6429e-006
6275	1.0148e-005
6276	3.6498e-005
6277	9.6367e-006
6278	3.6498e-005
6279	1.2908e-005
6280	2.5667e-007
6281	3.5792e-006
6282	6.5398e-007
6283	1.0928e-006
6284	1.5872e-006
6285	6.5441e-007
6286	6.211e-007
6287	1.1364e-006
6288	2.1848e-006
6289	4.2947e-006
6290	2.64e-006
6291	6.6892e-006
6292	1.3088e-006
6293	3.5211e-006
6294	7.8464e-006
6295	3.035e-007
6296	2.0429e-007
6297	3.5328e-006
6298	3.6408e-007
6299	1.3091e-006
6300	4.6625e-006
6301	4.3801e-006
6302	8.7568e-006
6303	8.8138e-006
6304	9.8086e-006
6305	8.6849e-006
6306	8.5008e-006
6307	1.0284e-005
6308	7.8872e-006
6309	1.0617e-005
6310	7.5944e-006
6311	7.2829e-006
6312	8.2637e-006
6313	8.5711e-006
6314	7.6441e-006
6315	8.1141e-006
6316	1.1595e-005
6317	1.0514e-005
6318	9.4008e-006
6319	2.071e-006
6320	3.6944e-006
6321	4.4409e-007
6322	1.6347e-005
6323	1.4461e-005
6324	1.6925e-005
6325	7.0645e-006
6326	7.1157e-006
6327	7.7762e-006
6328	2.8952e-005
6329	7.8379e-006
6330	2.8952e-005
6331	4.1809e-005
6332	7.8774e-006
6333	7.9716e-006
6334	1.2949e-005
6335	9.3156e-006
6336	1.3454e-005
6337	2.32e-006
6338	2.4613e-006
6339	2.2235e-006
6340	3.8684e-006
6341	5.7339e-006
6342	8.6942e-006
6343	2.4732e-006
6344	4.7095e-006
6345	9.1638e-006
6346	5.387e-006
6347	3.9278e-007
6348	1.9389e-006
6349	4.5817e-007
6350	7.0996e-006
6351	1.048e-005
6352	9.863e-006
6353	1.125e-005
6354	1.6516e-005
6355	2.5517e-005
6356	9.9555e-006
6357	2.5517e-005
6358	1.2791e-005
6359	2.1154e-005
6360	9.2415e-006
6361	1.2236e-005
6362	9.8569e-006
6363	2.5517e-005
6364	1.522e-005
6365	5.9428e-005
6366	9.7634e-006
6367	1.7205e-005
6368	1.7709e-007
6369	1.3849e-008
6370	1.4062e-008
6371	3.1691e-006
6372	3.5224e-006
6373	5.411e-006
6374	5.9969e-006
6375	6.6796e-006
6376	4.7646e-006
6377	3.1691e-006
6378	4.149e-006
6379	2.5545e-008
6380	1.0416e-008
6381	2.6969e-008
6382	4.5331e-008
6383	8.3716e-006
6384	5.4848e-006
6385	5.9418e-006
6386	8.4227e-006
6387	1.719e-007
6388	3.5106e-007
6389	1.7073e-007
6390	4.053e-008
6391	4.0118e-008
6392	1.5143e-008
6393	1.8467e-007
6394	8.578e-007
6395	1.3671e-007
6396	3.2018e-007
6397	5.0835e-008
6398	3.3114e-008
6399	7.2883e-007
6400	1.3367e-007
6401	1.3443e-007
6402	1.1948e-007
6403	5.6045e-006
6404	4.7147e-006
6405	4.1725e-006
6406	2.662e-007
6407	8.8672e-008
6408	8.0136e-006
6409	1.2181e-005
6410	8.2222e-007
6411	2.7193e-006
6412	9.2211e-007
6413	3.8118e-006
6414	4.2468e-006
6415	6.3468e-007
6416	4.4349e-007
6417	4.6221e-007
6418	4.2251e-006
6419	8.6904e-006
6420	3.7881e-006
6421	2.0441e-006
6422	7.2491e-007
6423	1.0387e-006
6424	6.9823e-007
6425	7.1723e-006
6426	8.9419e-006
6427	3.8403e-007
6428	3.8135e-007
6429	3.8403e-007
6430	6.3352e-007
6431	3.8135e-007
6432	1.678e-006
6433	4.2117e-006
6434	1.5616e-007
6435	4.0651e-008
6436	4.0376e-008
6437	1.6137e-008
6438	8.5772e-006
6439	7.6348e-006
6440	2.0479e-006
6441	6.952e-006
6442	5.5796e-006
6443	1.3946e-007
6444	2.3078e-008
6445	2.6707e-006
6446	1.0673e-005
6447	1.4687e-007
6448	1.8906e-006
6449	3.3906e-006
6450	6.4705e-006
6451	9.1516e-007
6452	7.1009e-007
6453	4.972e-008
6454	7.5737e-006
6455	1.0666e-005
6456	1.4159e-005
6457	3.3972e-006
6458	6.199e-006
6459	5.5314e-006
6460	8.5158e-007
6461	2.4542e-007
6462	8.6529e-008
6463	2.1084e-008
6464	2.1251e-008
6465	4.1689e-008
6466	1.3625e-007
6467	3.9017e-007
6468	2.0149e-007
6469	6.5454e-008
6470	2.7725e-007
6471	4.0326e-009
6472	3.5253e-009
6473	1.2525e-008
6474	2.5047e-009
6475	8.7163e-009
6476	3.4626e-009
6477	5.0714e-009
6478	9.8051e-009
6479	1.2068e-008
6480	2.4878e-009
6481	2.7018e-008
6482	3.8497e-007
6483	1.9609e-006
6484	3.8141e-006
6485	1.6049e-007
6486	1.914e-007
6487	1.1518e-008
6488	2.1184e-008
6489	3.8712e-008
6490	5.95e-008
6491	1.0864e-007
6492	4.9174e-008
6493	1.9521e-008
6494	3.338e-008
6495	3.9333e-008
6496	7.489e-008
6497	2.1441e-007
6498	1.0774e-006
6499	1.3385e-006
6500	1.7854e-007
6501	1.8317e-007
6502	6.193e-008
6503	1.8192e-007
6504	5.4779e-007
6505	1.911e-008
6506	2.2901e-007
6507	2.8129e-007
6508	1.1631e-006
6509	5.6257e-007
6510	5.7095e-007
6511	9.7181e-007
6512	6.9706e-007
6513	2.8767e-007
6514	1.2324e-008
6515	1.4889e-007
6516	1.4821e-007
6517	1.2792e-008
6518	1.3389e-008
6519	2.1097e-008
6520	4.4794e-007
6521	2.5521e-007
6522	1.3416e-007
6523	3.1434e-007
6524	9.5924e-007
6525	4.9465e-007
6526	5.1747e-007
6527	3.3343e-007
6528	1.3355e-007
6529	1.3411e-007
6530	1.26e-008
6531	1.1926e-008
6532	1.339e-008
6533	4.3249e-007
6534	4.2997e-007
6535	6.6189e-006
6536	1.8851e-006
6537	2.9466e-006
6538	9.5066e-006
6539	1.111e-007
6540	2.17e-008
6541	3.5075e-007
6542	4.3785e-007
6543	2.08e-007
6544	3.1944e-007
6545	9.316e-007
6546	3.966e-007
6547	3.4419e-008
6548	5.309e-008
6549	7.7272e-008
6550	7.0266e-008
6551	2.2331e-007
6552	2.2311e-008
6553	1.0073e-007
6554	8.0735e-006
6555	8.9831e-006
6556	7.7676e-006
6557	7.0527e-006
6558	9.7682e-006
6559	1.1792e-005
6560	1.2757e-005
6561	7.7877e-006
6562	9.8932e-006
6563	1.2917e-005
6564	4.9324e-006
6565	9.3143e-006
6566	1.4633e-005
6567	5.4191e-006
6568	1.4744e-007
6569	1.4629e-007
6570	2.9257e-007
6571	5.0337e-007
6572	1.01e-007
6573	2.0971e-008
6574	2.556e-008
6575	1.331e-007
6576	1.062e-008
6577	1.3245e-007
6578	3.6111e-007
6579	5.8111e-007
6580	1.1044e-008
6581	1.0649e-008
6582	1.6186e-007
6583	7.1767e-008
6584	8.0097e-008
6585	2.2627e-007
6586	1.4149e-007
6587	5.9124e-008
6588	1.1248e-007
6589	1.8458e-007
6590	2.1542e-007
6591	7.8096e-008
6592	1.4506e-006
6593	7.2531e-007
6594	5.3626e-006
6595	6.6956e-006
6596	9.4403e-006
6597	9.1194e-006
6598	7.2806e-006
6599	1.1905e-005
6600	9.1538e-006
6601	3.8316e-008
6602	1.3606e-008
6603	3.5745e-008
6604	4.905e-008
6605	2.3035e-008
6606	8.2905e-006
6607	8.6809e-006
6608	1.4569e-006
6609	4.5153e-006
6610	1.876e-006
6611	1.3815e-006
6612	3.8128e-006
6613	1.3217e-006
6614	1.0279e-007
6615	1.5273e-008
6616	8.8904e-009
6617	3.1296e-008
6618	4.577e-008
6619	7.7273e-008
6620	1.2893e-007
6621	1.2948e-007
6622	1.2643e-008
6623	1.1905e-008
6624	1.4599e-008
6625	2.6648e-008
6626	6.3421e-008
6627	3.3342e-007
6628	2.256e-007
6629	6.1453e-008
6630	6.0253e-008
6631	9.6792e-009
6632	3.665e-006
6633	2.5589e-007
6634	1.8213e-006
6635	2.9027e-007
6636	3.0083e-007
6637	5.132e-007
6638	1.865e-007
6639	1.8023e-007
6640	5.8877e-008
6641	6.2865e-008
6642	2.0765e-008
6643	2.2877e-007
6644	3.511e-007
6645	8.421e-008
6646	1.1472e-007
6647	2.1343e-008
6648	8.2861e-008
6649	2.3691e-007
6650	4.185e-008
6651	2.3192e-008
6652	5.0405e-007
6653	2.2144e-008
6654	2.2477e-007
6655	2.7925e-007
6656	9.5184e-007
6657	4.1231e-007
6658	6.6855e-007
6659	2.2502e-007
6660	1.7737e-007
6661	4.3787e-007
6662	1.7685e-007
6663	2.5108e-008
6664	3.4828e-007
6665	2.0439e-008
6666	1.0524e-007
6667	3.4146e-008
6668	2.3202e-008
6669	6.8176e-008
6670	1.4667e-007
6671	6.4547e-008
6672	2.0783e-007
6673	6.7327e-006
6674	8.1247e-006
6675	6.8134e-006
6676	7.6598e-006
6677	6.8939e-006
6678	9.2293e-006
6679	5.9032e-006
6680	5.9441e-006
6681	4.0933e-006
6682	5.015e-006
6683	1.1827e-005
6684	4.9305e-006
6685	4.8927e-006
6686	1.3596e-005
6687	3.8387e-006
6688	2.2724e-006
6689	4.6185e-006
6690	1.6734e-006
6691	8.603e-006
6692	8.7756e-006
6693	8.3515e-006
6694	5.8104e-006
6695	6.4582e-006
6696	9.005e-006
6697	7.9709e-006
6698	1.5379e-005
6699	6.1126e-006
6700	6.4049e-006
6701	5.0593e-009
6702	3.4749e-009
6703	9.8586e-009
6704	8.222e-009
6705	3.0756e-008
6706	4.5394e-009
6707	2.9591e-007
6708	2.2729e-007
6709	3.588e-008
6710	1.1326e-007
6711	7.4646e-006
6712	9.7834e-006
6713	9.71e-006
6714	7.9912e-006
6715	5.4781e-006
6716	2.477e-007
6717	1.7031e-008
6718	2.0721e-007
6719	4.3567e-007
6720	2.2241e-008
6721	2.2725e-008
6722	1.9094e-008
6723	2.3264e-007
6724	1.0644e-007
6725	9.4574e-008
6726	9.4614e-008
6727	2.3241e-007
6728	1.8892e-007
6729	2.6044e-007
6730	4.4626e-007
6731	4.4747e-007
6732	3.107e-007
6733	2.1566e-008
6734	1.6271e-008
6735	2.2849e-008
6736	1.8325e-008
6737	2.7782e-008
6738	1.2701e-008
6739	3.0062e-008
6740	1.536e-006
6741	3.3257e-006
6742	6.5907e-006
6743	1.0109e-005
6744	6.9763e-006
6745	4.338e-006
6746	7.027e-006
6747	7.3773e-006
6748	9.03e-006
6749	1.0333e-005
6750	2.8958e-007
6751	4.3346e-007
6752	3.8588e-008
6753	4.3786e-007
6754	7.753e-009
6755	7.7715e-009
6756	9.9307e-009
6757	5.3878e-009
6758	2.2979e-008
6759	2.4742e-009
6760	4.569e-009
6761	4.7985e-009
6762	2.7914e-009
6763	4.0598e-009
6764	1.842e-008
6765	5.604e-009
6766	6.6506e-009
6767	4.6447e-008
6768	1.2075e-007
6769	3.5179e-008
6770	2.4729e-007
6771	3.8627e-007
6772	3.0007e-008
6773	8.9527e-008
6774	3.8803e-008
6775	2.2163e-008
6776	1.1143e-007
6777	8.5416e-008
6778	6.7919e-006
6779	7.8203e-006
6780	8.5179e-006
6781	6.1182e-006
6782	8.414e-006
6783	8.5238e-006
6784	6.4588e-006
6785	4.282e-006
6786	1.0115e-005
6787	1.1455e-005
6788	4.6459e-006
6789	1.5014e-005
6790	5.9063e-006
6791	9.4856e-009
6792	2.8242e-008
6793	3.2772e-008
6794	4.7473e-009
6795	1.0251e-008
6796	8.6063e-008
6797	5.5618e-009
6798	1.8898e-008
6799	2.4051e-007
6800	1.3361e-007
6801	1.1583e-008
6802	2.7088e-007
6803	7.882e-008
6804	2.6096e-006
6805	2.4117e-006
6806	2.2006e-006
6807	2.093e-006
6808	1.0928e-005
6809	7.9432e-006
6810	6.0321e-006
6811	4.1096e-006
6812	1.2173e-005
6813	5.2139e-006
6814	1.2246e-005
6815	6.6932e-006
6816	1.1401e-005
6817	6.4305e-006
6818	6.0534e-006
6819	7.0292e-006
6820	5.7625e-006
6821	8.3316e-006
6822	5.3553e-006
6823	3.9405e-006
6824	5.2777e-006
6825	5.8026e-006
6826	1.2553e-005
6827	4.5056e-006
6828	3.7245e-006
6829	1.8397e-006
6830	7.5358e-006
6831	1.0566e-005
6832	4.3734e-006
6833	8.6552e-006
6834	4.6902e-006
6835	3.3853e-006
6836	7.607e-006
6837	1.1419e-005
6838	5.3506e-006
6839	7.5413e-006
6840	6.1682e-006
6841	8.4237e-006
6842	6.0874e-006
6843	5.7408e-006
6844	1.4602e-005
6845	7.0558e-006
6846	5.8744e-006
6847	5.5571e-006
6848	8.1865e-006
6849	7.262e-006
6850	6.2346e-006
6851	7.3562e-006
6852	7.4169e-006
6853	3.817e-006
6854	5.5983e-006
6855	6.0638e-006
6856	7.0627e-006
6857	8.2366e-006
6858	7.8669e-006
6859	8.7324e-006
6860	4.5435e-006
6861	2.0664e-006
6862	7.0779e-006
6863	5.8945e-006
6864	8.1185e-006
6865	2.2445e-006
6866	3.1514e-006
6867	7.094e-006
6868	6.8398e-006
6869	2.8504e-006
6870	3.3764e-006
6871	7.9675e-006
6872	7.4862e-006
6873	1.252e-006
6874	2.0367e-006
6875	1.2317e-006
6876	2.6565e-006
6877	5.6624e-006
6878	2.6183e-006
6879	3.5989e-006
6880	5.8946e-006
6881	4.9227e-006
6882	8.0005e-006
6883	1.8185e-006
6884	4.1548e-006
6885	8.1544e-006
6886	1.4561e-007
6887	5.6054e-008
6888	1.034e-007
6889	6.2437e-008
6890	3.7609e-008
6891	1.0147e-008
6892	4.3622e-009
6893	2.6431e-008
6894	8.5872e-009
6895	8.9519e-009
6896	7.1994e-009
6897	1.0485e-008
6898	9.613e-009
6899	1.7593e-008
6900	7.9191e-008
6901	5.8195e-008
6902	1.3388e-007
6903	5.1757e-008
6904	9.4513e-007
6905	7.1031e-007
6906	3.3636e-007
6907	7.1031e-007
6908	4.831e-007
6909	1.7471e-006
6910	7.5571e-007
6911	1.5439e-006
6912	7.8134e-006
6913	4.5073e-006
6914	1.0115e-005
6915	9.5213e-006
6916	7.2677e-006
6917	5.0265e-006
6918	3.9278e-006
6919	2.3584e-006
