Element Number	Volume (m³)
27378	3.1854e-006
27379	4.4894e-007
27380	1.1451e-006
27381	1.0732e-006
27382	1.1513e-006
27383	1.7871e-006
27384	1.4576e-006
27385	1.0239e-006
27386	1.4037e-006
27387	3.0956e-006
27388	4.4718e-006
27389	1.603e-006
27390	4.3614e-007
27391	8.1538e-007
27392	1.9545e-006
27393	2.1383e-006
27394	1.6759e-006
27395	8.4306e-007
27396	2.7556e-006
27397	2.9139e-006
27398	1.2654e-006
27399	1.3341e-005
27400	5.6729e-006
27401	9.0928e-006
27402	9.3772e-006
27403	5.9573e-006
27404	3.426e-006
27405	4.0703e-006
27406	8.994e-006
27407	1.9229e-005
27408	1.5939e-005
27409	1.6778e-005
27410	1.1588e-005
27411	1.1226e-005
27412	1.4029e-005
27413	1.4811e-005
27414	1.5284e-005
27415	1.2099e-005
27416	7.6421e-006
27417	7.9691e-006
27418	1.2284e-005
27419	6.9763e-006
27420	1.0937e-005
27421	6.5746e-006
27422	4.0809e-006
27423	3.5719e-006
27424	2.6272e-006
27425	5.4028e-006
27426	2.9904e-007
27427	4.1896e-006
27428	1.573e-006
27429	1.6915e-006
27430	1.0799e-006
27431	2.1381e-006
27432	2.326e-006
27433	2.3306e-006
27434	6.0491e-007
27435	2.2057e-006
27436	2.3606e-006
27437	2.4535e-006
27438	1.117e-006
27439	3.0775e-007
27440	2.5142e-007
27441	1.4528e-005
27442	1.1805e-005
27443	1.907e-006
27444	7.4197e-006
27445	6.6805e-006
27446	1.1505e-005
27447	1.9691e-005
27448	5.4621e-006
27449	1.0479e-005
27450	8.5004e-006
27451	3.7716e-006
27452	1.76e-005
27453	1.387e-005
27454	7.0171e-007
27455	3.8804e-006
27456	3.5085e-007
27457	2.355e-006
27458	2.9184e-006
27459	5.2234e-006
27460	7.5307e-006
27461	5.814e-006
27462	4.527e-006
27463	1.5061e-006
27464	7.7466e-007
27465	6.2578e-007
27466	7.5726e-007
27467	5.1658e-007
27468	9.8116e-006
27469	4.9078e-006
27470	9.0576e-007
27471	4.9052e-006
27472	3.1345e-006
27473	2.9522e-007
27474	2.3866e-006
27475	1.5616e-007
27476	1.5616e-007
27477	1.8076e-007
27478	1.8076e-007
27479	1.483e-007
27480	1.483e-007
27481	8.8781e-007
27482	5.9506e-007
27483	7.6769e-008
27484	7.8641e-008
27485	1.0428e-007
27486	1.59e-006
27487	1.2035e-006
27488	1.5025e-006
27489	1.8007e-006
27490	5.7509e-007
27491	2.3001e-007
27492	5.7609e-007
27493	3.2887e-007
27494	2.1243e-007
27495	1.9749e-007
27496	3.2887e-007
27497	1.9493e-007
27498	2.366e-007
27499	1.9749e-007
27500	2.2085e-007
27501	5.3998e-007
27502	1.5836e-006
27503	4.632e-007
27504	2.2463e-007
27505	2.2782e-007
27506	4.3146e-007
27507	4.6465e-007
27508	4.5724e-007
27509	5.7784e-007
27510	1.0213e-006
27511	1.05e-006
27512	5.7656e-007
27513	5.1958e-007
27514	1.0489e-006
27515	9.4835e-007
27516	1.1859e-006
27517	4.1765e-007
27518	8.445e-007
27519	9.6723e-007
27520	8.8454e-007
27521	3.1569e-007
27522	5.024e-007
27523	6.3138e-007
27524	7.7333e-007
27525	3.7736e-007
27526	5.1421e-007
27527	9.6264e-007
27528	1.4477e-006
27529	8.567e-007
27530	3.7887e-006
27531	1.7345e-006
27532	1.693e-006
27533	2.539e-006
27534	5.5626e-006
27535	8.3465e-006
27536	9.2909e-006
27537	1.0534e-006
27538	1.1877e-006
27539	3.2304e-007
27540	3.3861e-007
27541	2.0179e-007
27542	2.1134e-007
27543	3.4067e-007
27544	1.4894e-007
27545	1.9825e-006
27546	1.4894e-007
27547	1.3035e-007
27548	2.4802e-007
27549	2.4802e-007
27550	1.9944e-007
27551	1.2672e-006
27552	2.3678e-007
27553	1.3549e-007
27554	7.4731e-008
27555	6.3825e-008
27556	6.6824e-008
27557	2.0336e-007
27558	2.4265e-007
27559	2.3722e-006
27560	3.5904e-006
27561	1.6288e-007
27562	3.262e-007
27563	4.4067e-007
27564	8.8135e-007
27565	1.9366e-006
27566	6.282e-008
27567	2.389e-007
27568	6.7846e-007
27569	1.3873e-007
27570	1.75e-006
27571	7.7979e-006
27572	7.932e-006
27573	5.3641e-006
27574	3.5047e-006
27575	1.5511e-006
27576	6.7682e-006
27577	3.5042e-006
27578	2.6447e-006
27579	1.4359e-006
27580	2.7799e-007
27581	1.413e-006
27582	8.9331e-007
27583	1.1356e-006
27584	1.223e-006
27585	6.7444e-006
27586	4.4963e-006
27587	4.4963e-006
27588	7.5567e-006
27589	1.0637e-005
27590	1.1221e-005
27591	4.48e-006
27592	6.2625e-006
27593	9.3452e-006
27594	9.3474e-006
27595	9.0894e-006
27596	1.0616e-005
27597	5.2885e-006
27598	3.3138e-006
27599	3.013e-006
27600	4.7191e-006
27601	1.5783e-006
27602	2.064e-006
27603	1.5742e-006
27604	1.7711e-006
27605	5.3259e-007
27606	2.3586e-007
27607	1.8297e-006
27608	1.2703e-006
27609	1.9175e-006
27610	9.3728e-007
27611	1.0239e-006
27612	8.8783e-007
27613	1.1559e-005
27614	1.0719e-005
27615	1.0641e-005
27616	1.0514e-005
27617	1.3675e-005
27618	1.0631e-005
27619	1.7244e-005
27620	1.3515e-005
27621	1.4492e-005
27622	8.5725e-006
27623	7.8443e-006
27624	1.2295e-005
27625	9.3287e-006
27626	1.9662e-006
27627	4.7829e-006
27628	2.2211e-006
27629	2.2659e-006
27630	9.7054e-006
27631	4.7405e-006
27632	3.0358e-006
27633	1.4056e-005
27634	1.3008e-005
27635	1.0772e-005
27636	1.403e-005
27637	1.0151e-005
27638	1.573e-005
27639	1.1754e-005
27640	9.6829e-006
27641	9.6523e-006
27642	1.4902e-005
27643	8.6211e-006
27644	1.208e-005
27645	5.782e-007
27646	4.4251e-007
27647	1.5938e-006
27648	5.8363e-007
27649	6.107e-006
27650	4.47e-006
27651	8.0744e-007
27652	5.0683e-006
27653	3.0558e-007
27654	6.5978e-007
27655	1.3296e-006
27656	4.1063e-007
27657	5.8106e-006
27658	4.7823e-006
27659	7.6554e-007
27660	2.4115e-006
27661	6.2971e-007
27662	2.284e-006
27663	3.0664e-006
27664	4.3647e-006
27665	6.7605e-006
27666	6.3494e-006
27667	5.7572e-006
27668	6.658e-006
27669	2.2642e-006
27670	2.9632e-006
27671	1.1304e-005
27672	9.1546e-006
27673	3.7206e-006
27674	2.5995e-006
27675	3.309e-006
27676	6.0605e-006
27677	8.6529e-006
27678	4.3093e-006
27679	4.3722e-006
27680	2.4315e-006
27681	2.8668e-006
27682	1.0421e-006
27683	2.4295e-006
27684	1.7958e-006
27685	1.8572e-007
27686	3.0535e-006
27687	5.0524e-006
27688	6.9874e-006
27689	1.4107e-006
27690	4.619e-006
27691	1.062e-005
27692	1.4054e-005
27693	8.6858e-006
27694	9.3568e-006
27695	7.3297e-006
27696	1.0901e-005
27697	7.5459e-006
27698	1.8857e-006
27699	2.8768e-006
27700	5.2712e-006
27701	7.9386e-006
27702	5.9421e-006
27703	2.5168e-006
27704	4.9446e-006
27705	5.3604e-006
27706	2.8139e-006
27707	5.6687e-006
27708	4.853e-006
27709	6.3318e-006
27710	4.295e-006
27711	5.3796e-006
27712	3.8953e-006
27713	6.6386e-006
27714	6.4396e-006
27715	3.5291e-006
27716	1.9964e-006
27717	2.5958e-006
27718	3.5843e-006
27719	6.4778e-006
27720	1.1396e-005
27721	2.675e-006
27722	1.8589e-006
27723	4.3836e-006
27724	7.5388e-006
27725	5.0058e-006
27726	9.1162e-007
27727	6.6935e-006
27728	8.083e-007
27729	5.2902e-006
27730	3.143e-006
27731	1.7349e-006
27732	4.2132e-006
27733	2.8594e-006
27734	5.6028e-007
27735	4.6564e-006
27736	5.3897e-006
27737	1.4749e-006
27738	1.3262e-006
27739	2.1162e-006
27740	1.026e-006
27741	5.932e-007
27742	5.8121e-007
27743	1.4325e-006
27744	2.1278e-006
27745	1.2998e-006
27746	8.9832e-007
27747	1.4615e-007
27748	1.9348e-006
27749	1.759e-006
27750	5.4876e-006
27751	5.0385e-006
27752	1.5505e-006
27753	1.4719e-006
27754	9.8478e-007
27755	2.116e-006
27756	2.3826e-006
27757	1.0831e-006
27758	2.8319e-007
27759	9.9415e-007
27760	5.3628e-007
27761	2.2235e-006
27762	9.0118e-006
27763	6.864e-006
27764	1.298e-005
27765	7.1218e-006
27766	6.6351e-006
27767	1.0949e-005
27768	9.3355e-006
27769	1.1418e-005
27770	9.3082e-006
27771	8.0227e-006
27772	1.2933e-005
27773	8.4576e-006
27774	1.5473e-005
27775	7.2702e-006
27776	1.0836e-005
27777	1.5849e-005
27778	1.5777e-005
27779	1.3669e-005
27780	1.0215e-005
27781	1.1306e-005
27782	8.9082e-006
27783	5.3094e-006
27784	9.9281e-006
27785	1.9914e-005
27786	1.496e-005
27787	2.1229e-005
27788	6.2114e-006
27789	1.8921e-006
27790	6.0319e-006
27791	4.354e-006
27792	7.9789e-006
27793	4.1632e-006
27794	5.1988e-006
27795	2.5381e-006
27796	1.1093e-006
27797	1.9304e-006
27798	2.3008e-006
27799	1.464e-006
27800	5.1097e-006
27801	1.393e-006
27802	5.6895e-006
27803	2.252e-006
27804	3.5646e-006
27805	4.1612e-006
27806	9.0312e-007
27807	1.9306e-006
27808	4.1755e-007
27809	1.6867e-005
27810	1.2863e-005
27811	1.7074e-005
27812	1.4758e-005
27813	2.1539e-005
27814	9.6399e-006
27815	1.153e-005
27816	9.049e-006
27817	1.277e-005
27818	1.1143e-005
27819	1.7129e-005
27820	1.1779e-005
27821	1.7193e-005
27822	1.7607e-005
27823	7.9861e-006
27824	1.4958e-005
27825	1.2019e-005
27826	1.3134e-005
27827	1.5797e-005
27828	9.9006e-006
27829	1.1495e-005
27830	1.6434e-005
27831	1.4531e-005
27832	1.9774e-005
27833	3.278e-006
27834	8.6789e-006
27835	1.2484e-005
27836	6.0736e-006
27837	7.6731e-006
27838	4.917e-006
27839	1.639e-006
27840	3.2238e-006
27841	3.278e-006
27842	6.0631e-007
27843	1.4183e-006
27844	1.674e-006
27845	1.8743e-006
27846	2.7799e-006
27847	1.7928e-006
27848	3.0476e-007
27849	1.3508e-006
27850	6.2154e-007
27851	7.507e-006
27852	1.3978e-006
27853	1.1152e-005
27854	1.1005e-005
27855	1.0479e-005
27856	1.4643e-005
27857	1.1711e-005
27858	9.1705e-006
27859	2.0681e-006
27860	1.1918e-005
27861	8.2104e-006
27862	5.8732e-006
27863	3.2105e-006
27864	7.7258e-006
27865	1.1625e-005
27866	6.9378e-006
27867	3.719e-006
27868	4.7246e-007
27869	4.9189e-007
27870	4.9553e-006
27871	3.6383e-007
27872	3.1249e-006
27873	2.7762e-007
27874	2.7481e-006
27875	6.4847e-007
27876	2.9431e-006
27877	3.0535e-006
27878	3.8437e-006
27879	9.3716e-007
27880	1.5066e-006
27881	9.727e-007
27882	2.3692e-006
27883	1.3146e-006
27884	2.2997e-006
27885	9.7462e-007
27886	8.6251e-007
27887	2.4031e-006
27888	2.2199e-006
27889	8.8726e-007
27890	1.5855e-006
27891	8.3183e-007
27892	4.6457e-007
27893	1.7876e-007
27894	1.4687e-007
27895	9.004e-006
27896	5.8495e-006
27897	8.0864e-006
27898	8.6733e-006
27899	3.897e-006
27900	1.0544e-005
27901	6.9748e-006
27902	1.2216e-005
27903	5.9789e-006
27904	8.5477e-006
27905	5.1929e-006
27906	4.157e-006
27907	5.9293e-006
27908	1.1524e-005
27909	1.3739e-005
27910	9.096e-006
27911	4.2566e-006
27912	2.2005e-006
27913	3.338e-007
27914	2.2174e-005
27915	1.1238e-006
27916	2.1725e-007
27917	1.7231e-007
27918	2.9872e-007
27919	3.5257e-007
27920	2.6614e-007
27921	1.379e-006
27922	3.0875e-007
27923	2.0633e-006
27924	6.6958e-006
27925	1.3341e-005
27926	3.0204e-007
27927	2.773e-007
27928	4.141e-007
27929	1.3446e-007
27930	2.9782e-006
27931	1.0571e-007
27932	2.5882e-006
27933	3.8228e-007
27934	2.4975e-006
27935	8.2492e-007
27936	7.2356e-007
27937	7.2124e-006
27938	6.8974e-007
27939	3.5862e-006
27940	2.2457e-007
27941	3.169e-006
27942	1.74e-005
27943	1.0176e-006
27944	5.4193e-006
27945	1.2717e-005
27946	6.7878e-008
27947	3.1989e-006
27948	2.844e-006
27949	6.0447e-007
27950	1.53e-006
27951	3.1738e-006
27952	1.4133e-006
27953	3.1362e-007
27954	1.3572e-007
27955	6.4723e-007
27956	1.2217e-007
27957	1.0677e-006
27958	3.0689e-007
27959	1.1599e-006
27960	3.4161e-007
27961	9.7008e-008
27962	3.0982e-007
27963	2.8016e-006
27964	1.0267e-005
27965	8.0463e-006
27966	5.1191e-007
27967	6.4002e-008
27968	5.7248e-008
27969	4.367e-007
27970	7.0143e-008
27971	8.1819e-008
27972	8.6411e-007
27973	5.5768e-009
27974	1.3196e-007
27975	3.3807e-007
27976	6.0093e-007
27977	2.8266e-007
27978	6.268e-009
27979	6.548e-009
27980	4.5909e-006
27981	6.9883e-006
27982	1.3078e-006
27983	1.4817e-006
27984	2.7861e-007
27985	5.2397e-009
27986	5.6525e-009
27987	1.32e-008
27988	1.9812e-007
27989	6.3141e-008
27990	3.0449e-007
27991	1.4894e-006
27992	3.0334e-006
27993	6.4757e-009
27994	9.593e-009
27995	6.8204e-009
27996	6.2245e-009
27997	2.4934e-006
27998	5.0624e-009
27999	6.728e-009
28000	4.1685e-008
28001	2.75e-008
28002	2.0948e-007
28003	1.0088e-008
28004	1.1714e-008
28005	5.3994e-009
28006	1.1802e-008
28007	5.0039e-009
28008	4.3668e-009
28009	6.9786e-009
28010	8.8497e-009
28011	9.1313e-008
28012	7.3571e-008
28013	1.9063e-006
28014	4.2103e-006
28015	9.4431e-009
28016	5.7878e-009
28017	7.9266e-009
28018	8.5213e-009
28019	1.2663e-008
28020	1.9067e-006
28021	1.1671e-008
28022	9.701e-009
28023	1.4745e-008
28024	4.1191e-006
28025	2.4415e-006
28026	7.4216e-007
28027	1.6552e-006
28028	5.4285e-007
28029	2.8693e-006
28030	7.9573e-006
28031	6.4419e-007
28032	6.6804e-009
28033	8.9332e-009
28034	1.0261e-008
28035	1.9636e-006
28036	2.418e-006
28037	1.0832e-008
28038	7.8318e-009
28039	2.5234e-008
28040	1.9927e-008
28041	9.0424e-009
28042	5.4226e-007
28043	9.9344e-007
28044	1.5797e-008
28045	1.0346e-008
28046	1.9853e-008
28047	7.4646e-008
28048	7.1729e-006
28049	7.7614e-006
28050	4.1619e-007
28051	1.1721e-006
28052	2.4891e-008
28053	7.8429e-008
28054	3.602e-008
28055	2.1372e-006
28056	2.8925e-006
28057	4.4444e-006
28058	3.5557e-006
28059	8.2245e-008
28060	6.29e-009
28061	4.5675e-009
28062	1.0963e-005
28063	1.1299e-005
28064	6.9936e-006
28065	1.2879e-005
28066	3.4613e-006
28067	3.5962e-006
28068	4.8028e-006
28069	5.1086e-006
28070	5.9184e-009
28071	9.8347e-009
28072	1.5835e-008
28073	5.3333e-009
28074	5.2524e-009
28075	2.9414e-006
28076	3.6553e-006
28077	3.413e-006
28078	3.1492e-006
28079	1.26e-008
28080	7.8657e-009
28081	6.7606e-009
28082	3.364e-009
28083	1.3737e-006
28084	6.9027e-007
28085	3.6676e-006
28086	3.9516e-006
28087	7.9926e-008
28088	1.35e-006
28089	1.2115e-006
28090	3.5905e-007
28091	5.5338e-006
28092	2.5288e-006
28093	8.782e-009
28094	1.1313e-008
28095	1.5833e-008
28096	5.3218e-008
28097	1.2445e-008
28098	8.1357e-009
28099	6.1808e-009
28100	1.0935e-008
28101	6.027e-007
28102	3.9569e-007
28103	1.0016e-007
28104	1.4933e-008
28105	1.1725e-008
28106	5.049e-009
28107	1.9199e-008
28108	9.7966e-009
28109	7.2548e-009
28110	1.5527e-008
28111	1.7274e-008
28112	5.256e-007
28113	2.3056e-007
28114	6.5248e-007
28115	7.5747e-009
28116	5.5399e-009
28117	9.0953e-009
28118	2.853e-006
28119	2.7973e-008
28120	2.8639e-006
28121	2.9228e-006
28122	1.1974e-008
28123	7.9936e-009
28124	7.9727e-008
28125	7.8606e-008
28126	1.5688e-008
28127	5.3104e-009
28128	6.2488e-009
28129	6.4173e-009
28130	2.1617e-006
28131	1.2237e-006
28132	1.3296e-008
28133	9.5149e-009
28134	2.6721e-006
28135	1.0295e-008
28136	6.7694e-009
28137	1.6426e-008
28138	1.48e-008
28139	1.3296e-007
28140	7.9974e-007
28141	5.6991e-009
28142	5.5199e-009
28143	1.0464e-007
28144	6.0289e-008
28145	1.5137e-008
28146	1.0243e-008
28147	2.6958e-007
28148	1.5615e-006
28149	9.1365e-009
28150	8.4073e-009
28151	5.4481e-009
28152	1.0224e-006
28153	1.9689e-006
28154	5.0506e-009
28155	4.7605e-009
28156	8.6488e-009
28157	3.6036e-006
28158	4.0165e-006
28159	1.2611e-008
28160	1.253e-008
28161	4.2797e-008
28162	1.3184e-008
28163	9.4639e-009
28164	6.3458e-009
28165	6.0999e-009
28166	6.7039e-009
28167	1.4003e-008
28168	6.8351e-009
28169	6.3026e-009
28170	8.4894e-009
28171	4.2789e-009
28172	4.9242e-009
28173	2.2662e-007
28174	2.5875e-007
28175	1.9137e-006
28176	2.8302e-007
28177	1.2301e-007
28178	1.1977e-007
28179	2.4602e-007
28180	6.932e-007
28181	8.9953e-007
28182	2.9467e-007
28183	9.0233e-008
28184	1.7978e-008
28185	1.772e-008
28186	1.0171e-007
28187	3.151e-008
28188	1.2005e-007
28189	1.3533e-007
28190	1.5208e-007
28191	3.7637e-007
28192	1.0425e-005
28193	6.9926e-006
28194	2.2395e-006
28195	1.091e-005
28196	1.5149e-005
28197	5.2339e-006
28198	1.9409e-006
28199	2.812e-006
28200	1.5296e-006
28201	1.5237e-005
28202	7.1741e-006
28203	3.8544e-007
28204	9.1254e-007
28205	3.9288e-007
28206	8.6246e-007
28207	5.3542e-007
28208	1.2622e-006
28209	4.1845e-007
28210	9.6224e-007
28211	6.1624e-006
28212	4.6833e-006
28213	6.4763e-006
28214	7.0896e-006
28215	3.9314e-007
28216	8.6706e-006
28217	7.7987e-007
28218	4.8312e-007
28219	5.8891e-007
28220	8.679e-008
28221	9.1169e-006
28222	1.6878e-005
28223	9.0295e-007
28224	4.8312e-007
28225	1.1514e-005
28226	3.6194e-006
28227	2.0677e-006
28228	1.5648e-006
28229	1.0358e-005
28230	1.3458e-005
28231	2.3576e-005
28232	1.3477e-005
28233	7.184e-006
28234	1.995e-007
28235	4.2166e-007
28236	1.8961e-005
28237	3.9167e-006
28238	1.5444e-008
28239	2.8126e-008
28240	5.3307e-006
28241	1.3239e-007
28242	6.4185e-007
28243	1.5153e-006
28244	4.1667e-007
28245	9.0219e-007
28246	2.3297e-007
28247	1.8823e-007
28248	1.6862e-007
28249	2.1923e-005
28250	1.0186e-005
28251	2.4318e-006
28252	2.0198e-006
28253	5.8571e-007
28254	4.3717e-007
28255	9.4333e-007
28256	4.0387e-007
28257	3.1775e-006
28258	9.5045e-006
28259	1.1014e-005
28260	3.2924e-006
28261	7.0419e-006
28262	1.5129e-007
28263	2.2744e-006
28264	1.4452e-006
28265	7.1274e-006
28266	3.9205e-006
28267	1.6386e-005
28268	1.3154e-005
28269	4.5075e-008
28270	1.5913e-008
28271	2.7752e-007
28272	1.8679e-008
28273	2.9028e-009
28274	9.7306e-009
28275	4.4185e-006
28276	4.7815e-006
28277	2.6502e-006
28278	6.4115e-007
28279	2.0618e-007
28280	6.4635e-008
28281	1.5222e-007
28282	7.8871e-008
28283	2.3369e-007
28284	1.4743e-005
28285	1.4926e-005
28286	8.5977e-007
28287	3.7067e-007
28288	1.1049e-005
28289	7.3536e-006
28290	3.394e-007
28291	8.0615e-007
28292	1.4251e-006
28293	4.5987e-006
28294	3.9996e-006
28295	3.7643e-007
28296	7.7926e-007
28297	7.5308e-007
28298	3.6251e-007
28299	2.9318e-007
28300	3.6598e-007
28301	8.6112e-007
28302	1.982e-007
28303	1.1946e-007
28304	7.8698e-006
28305	4.8733e-006
28306	1.7901e-006
28307	1.5841e-007
28308	5.6445e-006
28309	3.5538e-009
28310	1.1078e-008
28311	7.303e-008
28312	2.5259e-007
28313	7.1063e-008
28314	1.7808e-007
28315	9.4308e-007
28316	1.2378e-008
28317	2.4519e-008
28318	5.0195e-008
28319	2.5851e-007
28320	1.6284e-008
28321	3.3218e-008
28322	1.0626e-007
28323	2.7104e-008
28324	1.3367e-008
28325	2.478e-006
28326	2.0311e-007
28327	9.1686e-008
28328	2.7898e-007
28329	2.6445e-007
28330	1.4628e-007
28331	7.0494e-009
28332	2.5438e-007
28333	4.235e-008
28334	1.4533e-006
28335	3.0292e-006
28336	6.8499e-007
28337	1.8166e-008
28338	1.359e-007
28339	8.2969e-007
28340	4.2288e-007
28341	5.7792e-007
28342	2.0945e-006
28343	1.4798e-007
28344	8.327e-008
28345	1.5154e-007
28346	1.0699e-007
28347	2.0082e-006
28348	3.1478e-008
28349	2.2965e-007
28350	1.597e-006
28351	2.1068e-006
28352	6.2731e-007
28353	2.085e-006
28354	6.2121e-007
28355	8.4768e-007
28356	1.7982e-006
28357	5.3068e-006
28358	7.7496e-006
28359	1.2064e-007
28360	7.1305e-008
28361	1.7414e-006
28362	1.4619e-006
28363	2.0173e-006
28364	2.8618e-007
28365	4.6041e-006
28366	5.7748e-006
28367	7.0898e-007
28368	2.8693e-006
28369	1.3472e-006
28370	2.4984e-007
28371	2.2016e-007
28372	1.662e-006
28373	3.4644e-007
28374	8.2917e-008
28375	2.4484e-006
28376	2.212e-006
28377	8.6872e-007
28378	1.0242e-006
28379	3.2031e-006
28380	3.2176e-006
28381	2.4651e-006
28382	1.4991e-006
28383	7.3978e-007
28384	4.3988e-006
28385	7.6821e-007
28386	2.0901e-006
28387	2.4346e-006
28388	5.3555e-006
28389	1.1225e-005
28390	1.0782e-005
28391	2.0369e-006
28392	2.0052e-006
28393	2.9254e-006
28394	2.4437e-006
28395	1.0764e-005
28396	1.3731e-005
28397	1.3662e-006
28398	1.2784e-006
28399	1.468e-006
28400	3.7152e-007
28401	1.2e-006
28402	1.0882e-007
28403	1.0989e-007
28404	1.6491e-005
28405	2.217e-005
28406	1.3073e-007
28407	2.4661e-006
28408	2.5904e-006
28409	3.3509e-006
28410	6.0544e-006
28411	1.432e-005
28412	1.6993e-005
28413	2.3791e-007
28414	1.3936e-006
28415	2.1659e-007
28416	7.8103e-006
28417	1.4906e-005
28418	3.414e-007
28419	3.2074e-007
28420	3.4986e-007
28421	2.5021e-007
28422	1.5887e-008
28423	1.7547e-005
28424	1.9228e-005
28425	7.3163e-007
28426	9.0945e-007
28427	5.7124e-007
28428	5.7365e-008
28429	3.0237e-008
28430	1.7155e-007
28431	2.4198e-007
28432	1.0302e-008
28433	1.0933e-008
28434	5.5425e-008
28435	1.3037e-006
28436	1.4502e-007
28437	3.7151e-007
28438	3.4801e-007
28439	1.4274e-007
28440	7.9052e-007
28441	3.7044e-007
28442	1.3988e-006
28443	4.5151e-007
28444	3.7412e-007
28445	1.7319e-006
28446	4.4066e-007
28447	1.5317e-007
28448	1.376e-006
28449	6.3513e-006
28450	3.1724e-006
28451	7.2374e-006
28452	3.1803e-006
28453	5.001e-007
28454	2.326e-006
28455	1.3379e-005
28456	5.5538e-007
28457	1.3061e-006
28458	1.2449e-007
28459	8.1176e-006
28460	2.6638e-008
28461	3.0193e-006
28462	2.8697e-006
28463	1.4687e-006
28464	2.1152e-008
28465	9.9324e-008
28466	1.0011e-006
28467	3.8747e-008
28468	6.6834e-006
28469	8.8478e-007
28470	1.1362e-006
28471	2.0742e-008
28472	1.9491e-007
28473	2.472e-007
28474	1.8727e-007
28475	1.1883e-007
28476	6.228e-006
28477	1.7619e-006
28478	3.7751e-006
28479	2.3201e-007
28480	6.0408e-008
28481	5.341e-007
28482	3.5737e-006
28483	7.8968e-009
28484	5.7478e-006
28485	6.558e-008
28486	1.0832e-007
28487	8.6276e-007
28488	1.4282e-006
28489	6.0305e-006
28490	7.0086e-006
28491	4.6773e-006
28492	7.412e-007
28493	1.2086e-006
28494	3.7048e-006
28495	2.6534e-006
28496	8.5708e-007
28497	1.5932e-008
28498	1.9048e-005
28499	4.9541e-009
28500	5.7424e-009
28501	4.6559e-008
28502	1.9411e-007
28503	2.5349e-007
28504	1.1229e-005
28505	4.8961e-006
28506	6.0369e-006
28507	1.7109e-006
28508	1.8131e-005
28509	4.4963e-006
28510	2.2529e-008
28511	1.4155e-006
28512	8.7754e-007
28513	4.2598e-007
28514	2.0321e-006
28515	1.1851e-006
28516	1.5073e-007
28517	1.26e-007
28518	3.871e-009
28519	2.4466e-006
28520	3.9406e-009
28521	6.6255e-006
28522	7.2137e-007
28523	1.0474e-007
28524	4.9316e-007
28525	1.6122e-008
28526	4.7865e-008
28527	9.0723e-007
28528	7.1729e-008
28529	1.1959e-006
28530	1.6385e-008
28531	1.2386e-006
28532	1.2536e-008
28533	1.3842e-008
28534	2.2962e-006
28535	5.5123e-007
28536	1.5923e-008
28537	4.733e-007
28538	3.4613e-008
28539	1.1575e-005
28540	4.6443e-007
28541	4.9283e-008
28542	1.7589e-006
28543	7.4465e-007
28544	2.9408e-006
28545	1.6897e-006
28546	2.4267e-007
28547	5.3986e-007
28548	6.5365e-006
28549	6.222e-007
28550	1.4006e-006
28551	3.8411e-007
28552	4.9735e-007
28553	4.4255e-007
28554	2.055e-007
28555	6.5702e-006
28556	2.8235e-008
28557	6.7678e-006
28558	1.7367e-007
28559	2.8807e-006
28560	1.2567e-008
28561	1.3337e-006
28562	9.848e-008
28563	5.4613e-008
28564	7.1395e-007
28565	2.1591e-006
28566	3.4883e-007
28567	2.0334e-007
28568	4.6881e-007
28569	1.2266e-007
28570	2.9928e-006
28571	1.1087e-006
28572	5.4742e-007
28573	1.4821e-006
28574	2.6716e-008
28575	5.4116e-007
28576	1.9267e-007
28577	5.7207e-007
28578	9.3442e-007
28579	2.8412e-006
28580	3.7089e-006
28581	1.7688e-008
28582	1.9669e-007
28583	3.8361e-006
28584	9.101e-007
28585	7.4286e-008
28586	9.4196e-009
28587	4.9686e-007
28588	4.8822e-007
28589	8.3243e-006
28590	1.0561e-005
28591	3.7255e-006
28592	1.0338e-006
28593	2.5456e-007
28594	3.5008e-007
28595	7.8517e-007
28596	1.3812e-005
28597	1.4491e-008
28598	5.4327e-008
28599	1.154e-006
28600	2.856e-006
28601	1.2421e-007
28602	9.1563e-007
28603	5.4626e-006
28604	2.5436e-006
28605	8.9309e-006
28606	2.5199e-006
28607	1.6555e-006
28608	1.3339e-007
28609	9.85e-007
28610	6.2608e-007
28611	1.1639e-007
28612	2.3206e-006
28613	8.8228e-006
28614	7.1599e-007
28615	1.9564e-007
28616	2.4369e-006
28617	1.4599e-007
28618	3.0737e-006
28619	4.2461e-007
28620	1.2522e-006
28621	1.5148e-007
28622	5.9501e-007
28623	3.3396e-007
28624	1.9025e-005
28625	2.7847e-007
28626	4.5837e-007
28627	2.5626e-007
28628	1.0971e-006
28629	1.2418e-007
28630	1.0459e-006
28631	1.7478e-007
28632	1.5224e-007
28633	1.145e-007
28634	9.3375e-008
28635	4.3141e-007
28636	4.7667e-007
28637	3.537e-008
28638	2.0106e-007
28639	5.7881e-006
28640	7.3874e-007
28641	5.0766e-008
28642	1.4217e-007
28643	1.6371e-006
28644	5.5399e-007
28645	6.1206e-006
28646	3.0764e-008
28647	5.9779e-008
28648	1.0396e-006
28649	1.5948e-006
28650	3.4571e-008
28651	1.4323e-007
28652	3.4008e-006
28653	2.0854e-007
28654	1.6752e-006
28655	2.2645e-007
28656	1.0504e-005
28657	6.7673e-007
28658	1.1283e-007
28659	7.9594e-007
28660	2.7825e-007
28661	1.1024e-008
28662	1.42e-006
