Node Number	Total Deformation (m)
57073	2.6787e-009
57074	2.8101e-009
57075	3.1842e-009
57076	3.1733e-009
57077	3.3687e-009
57078	3.2274e-009
57079	3.2729e-009
57080	2.9105e-009
57081	2.7962e-009
57082	2.7532e-009
57083	2.9148e-009
57084	2.7325e-009
57085	2.4323e-009
57086	2.3537e-009
57087	2.3432e-009
57088	2.5463e-009
57089	2.5941e-009
57090	2.5032e-009
57091	2.7989e-009
57092	2.986e-009
57093	3.0414e-009
57094	2.8673e-009
57095	2.9208e-009
57096	2.8858e-009
57097	3.0009e-009
57098	2.8906e-009
57099	3.0817e-009
57100	2.9789e-009
57101	3.1794e-009
57102	2.9819e-009
57103	3.1673e-009
57104	2.7566e-009
57105	2.7981e-009
57106	3.0186e-009
57107	2.8898e-009
57108	2.7274e-009
57109	2.5513e-009
57110	2.5519e-009
57111	2.6327e-009
57112	2.6277e-009
57113	2.7971e-009
57114	2.6134e-009
57115	2.7299e-009
57116	2.6244e-009
57117	2.6796e-009
57118	2.6837e-009
57119	2.8715e-009
57120	2.6847e-009
57121	2.7862e-009
57122	2.4967e-009
57123	2.5766e-009
57124	2.5898e-009
57125	2.5801e-009
57126	2.4848e-009
57127	2.4241e-009
57128	2.4205e-009
57129	2.5025e-009
57130	2.3937e-009
57131	2.4858e-009
57132	2.4988e-009
57133	2.5126e-009
57134	2.4896e-009
57135	2.366e-009
57136	2.4658e-009
57137	2.6422e-009
57138	2.573e-009
57139	2.5544e-009
57140	2.8865e-009
57141	2.779e-009
57142	2.7817e-009
57143	2.5984e-009
57144	3.1278e-009
57145	2.9728e-009
57146	3.1723e-009
57147	2.5009e-009
57148	2.5017e-009
57149	2.3927e-009
57150	2.4061e-009
57151	2.5814e-009
57152	2.4736e-009
57153	2.6845e-009
57154	2.5777e-009
57155	3.7159e-009
57156	4.0747e-009
57157	4.0239e-009
57158	4.5379e-009
57159	4.5952e-009
57160	4.6032e-009
57161	4.5203e-009
57162	4.5602e-009
57163	4.5987e-009
57164	4.5912e-009
57165	4.622e-009
57166	4.6257e-009
57167	5.3193e-009
57168	5.3093e-009
57169	5.361e-009
57170	5.3695e-009
57171	5.3099e-009
57172	4.49e-009
57173	4.474e-009
57174	4.4525e-009
57175	4.4891e-009
57176	4.4336e-009
57177	4.4436e-009
57178	4.4851e-009
57179	4.5299e-009
57180	4.2416e-009
57181	4.2219e-009
57182	4.2031e-009
57183	4.199e-009
57184	4.2146e-009
57185	4.2672e-009
57186	5.5131e-009
57187	5.4246e-009
57188	5.4782e-009
57189	5.5306e-009
57190	5.535e-009
57191	5.5595e-009
57192	4.5342e-009
57193	4.5032e-009
57194	4.5402e-009
57195	4.4768e-009
57196	4.5142e-009
57197	4.5249e-009
57198	4.1556e-009
57199	4.1576e-009
57200	4.1661e-009
57201	4.1755e-009
57202	4.1878e-009
57203	4.2171e-009
57204	4.5813e-009
57205	4.5505e-009
57206	4.5179e-009
57207	4.4688e-009
57208	4.6051e-009
57209	4.5578e-009
57210	4.5579e-009
57211	4.5213e-009
57212	4.4989e-009
57213	4.5491e-009
57214	4.5407e-009
57215	4.5512e-009
57216	5.3222e-009
57217	5.3154e-009
57218	5.3826e-009
57219	5.3601e-009
57220	5.2281e-009
57221	5.3127e-009
57222	5.3948e-009
57223	5.2175e-009
57224	5.4176e-009
57225	5.4075e-009
57226	5.3461e-009
57227	5.261e-009
57228	5.4293e-009
57229	4.359e-009
57230	4.3744e-009
57231	4.3879e-009
57232	4.3519e-009
57233	4.3951e-009
57234	4.439e-009
57235	4.4052e-009
57236	4.4099e-009
57237	4.2998e-009
57238	4.2496e-009
57239	4.2756e-009
57240	4.303e-009
57241	4.2401e-009
57242	4.2931e-009
57243	4.3333e-009
57244	5.284e-009
57245	5.3882e-009
57246	5.3509e-009
57247	5.3397e-009
57248	5.3228e-009
57249	4.515e-009
57250	4.572e-009
57251	4.5508e-009
57252	4.5515e-009
57253	4.5726e-009
57254	4.5862e-009
57255	5.3509e-009
57256	5.4365e-009
57257	5.35e-009
57258	5.4308e-009
57259	5.4351e-009
57260	5.3908e-009
57261	5.4594e-009
57262	5.3089e-009
57263	4.3665e-009
57264	4.3048e-009
57265	4.3528e-009
57266	4.3344e-009
57267	4.4114e-009
57268	4.3627e-009
57269	4.3367e-009
57270	4.3365e-009
57271	4.3629e-009
57272	4.3421e-009
57273	4.3428e-009
57274	4.4002e-009
57275	4.3675e-009
57276	5.4064e-009
57277	5.4175e-009
57278	5.3363e-009
57279	5.3781e-009
57280	4.1512e-009
57281	4.149e-009
57282	4.1483e-009
57283	4.204e-009
57284	4.2051e-009
57285	4.6908e-009
57286	4.6158e-009
57287	4.6608e-009
57288	4.6907e-009
57289	4.6708e-009
57290	4.7413e-009
57291	4.5401e-009
57292	4.4814e-009
57293	4.5478e-009
57294	4.58e-009
57295	4.5503e-009
57296	4.4907e-009
57297	4.4508e-009
57298	4.448e-009
57299	5.3692e-009
57300	5.3379e-009
57301	4.6181e-009
57302	4.6025e-009
57303	4.5741e-009
57304	4.6361e-009
57305	4.6501e-009
57306	4.5497e-009
57307	4.5889e-009
57308	4.5855e-009
57309	4.5686e-009
57310	4.6259e-009
57311	4.6146e-009
57312	4.7791e-009
57313	4.7011e-009
57314	4.7709e-009
57315	4.783e-009
57316	4.7596e-009
57317	4.1616e-009
57318	4.1474e-009
57319	4.1588e-009
57320	4.2033e-009
57321	4.3157e-009
57322	4.3132e-009
57323	4.3152e-009
57324	4.3139e-009
57325	4.3618e-009
57326	4.3396e-009
57327	4.4498e-009
57328	4.5374e-009
57329	4.4792e-009
57330	4.5143e-009
57331	4.4931e-009
57332	4.5679e-009
57333	4.4847e-009
57334	4.4518e-009
57335	4.4529e-009
57336	4.441e-009
57337	4.4885e-009
57338	4.4784e-009
57339	4.5113e-009
57340	4.5262e-009
57341	4.4996e-009
57342	4.5282e-009
57343	4.469e-009
57344	4.5223e-009
57345	4.5114e-009
57346	4.526e-009
57347	5.215e-009
57348	5.1676e-009
57349	5.2515e-009
57350	5.1643e-009
57351	5.2543e-009
57352	5.2647e-009
57353	5.14e-009
57354	5.2916e-009
57355	5.2625e-009
57356	5.2818e-009
57357	5.2651e-009
57358	5.4283e-009
57359	5.3633e-009
57360	5.3602e-009
57361	4.6256e-009
57362	4.5487e-009
57363	4.638e-009
57364	4.5881e-009
57365	4.6258e-009
57366	4.1552e-009
57367	4.1444e-009
57368	4.1505e-009
57369	4.1997e-009
57370	4.2067e-009
57371	4.1649e-009
57372	4.1678e-009
57373	4.3896e-009
57374	4.3693e-009
57375	4.4315e-009
57376	4.4482e-009
57377	4.3311e-009
57378	4.33e-009
57379	4.322e-009
57380	4.3704e-009
57381	4.3865e-009
57382	4.6216e-009
57383	4.6584e-009
57384	4.6489e-009
57385	4.6497e-009
57386	4.19e-009
57387	4.1705e-009
57388	4.2111e-009
57389	4.231e-009
57390	4.2029e-009
57391	4.204e-009
57392	4.88e-009
57393	4.8193e-009
57394	4.906e-009
57395	4.8293e-009
57396	4.8536e-009
57397	4.2259e-009
57398	4.2327e-009
57399	4.2222e-009
57400	4.2412e-009
57401	4.2201e-009
57402	4.3224e-009
57403	4.3358e-009
57404	4.3761e-009
57405	4.3544e-009
57406	4.347e-009
57407	4.621e-009
57408	4.7068e-009
57409	4.7182e-009
57410	4.649e-009
57411	4.6678e-009
57412	4.9704e-009
57413	4.9591e-009
57414	4.9705e-009
57415	5.4225e-009
57416	5.5094e-009
57417	5.5329e-009
57418	5.5554e-009
57419	5.5573e-009
57420	5.5574e-009
57421	4.5154e-009
57422	4.5523e-009
57423	4.5156e-009
57424	4.5383e-009
57425	4.5932e-009
57426	4.4698e-009
57427	4.4524e-009
57428	5.4704e-009
57429	5.3991e-009
57430	4.5139e-009
57431	4.4803e-009
57432	4.4628e-009
57433	4.5003e-009
57434	5.4567e-009
57435	5.4694e-009
57436	5.4905e-009
57437	4.5669e-009
57438	4.5745e-009
57439	4.3917e-009
57440	4.3921e-009
57441	4.4428e-009
57442	4.4138e-009
57443	4.3812e-009
57444	4.4056e-009
57445	4.1739e-009
57446	4.1644e-009
57447	4.1586e-009
57448	4.215e-009
57449	4.2532e-009
57450	4.2092e-009
57451	4.2737e-009
57452	4.3108e-009
57453	4.242e-009
57454	4.2654e-009
57455	5.3839e-009
57456	5.4677e-009
57457	4.5934e-009
57458	4.6002e-009
57459	4.6159e-009
57460	4.3378e-009
57461	4.3108e-009
57462	4.292e-009
57463	5.4874e-009
57464	5.4045e-009
57465	5.4459e-009
57466	5.4976e-009
57467	4.4797e-009
57468	4.5129e-009
57469	4.5909e-009
57470	4.5436e-009
57471	4.4671e-009
57472	4.6806e-009
57473	4.7517e-009
57474	4.67e-009
57475	4.7281e-009
57476	4.1999e-009
57477	4.167e-009
57478	4.4909e-009
57479	4.495e-009
57480	5.1291e-009
57481	5.1743e-009
57482	5.0899e-009
57483	5.3882e-009
57484	5.3364e-009
57485	5.4454e-009
57486	5.2954e-009
57487	5.4932e-009
57488	5.4946e-009
57489	5.4501e-009
57490	5.3874e-009
57491	5.5075e-009
57492	5.4982e-009
57493	5.5474e-009
57494	5.5596e-009
57495	5.55e-009
57496	5.5748e-009
57497	5.5828e-009
57498	5.5038e-009
57499	5.5291e-009
57500	5.561e-009
57501	5.5759e-009
57502	5.5843e-009
57503	5.5822e-009
57504	5.5033e-009
57505	5.4569e-009
57506	4.2777e-009
57507	4.2487e-009
57508	4.2558e-009
57509	4.9946e-009
57510	5.0071e-009
57511	4.5931e-009
57512	4.6241e-009
57513	4.5918e-009
57514	4.4243e-009
57515	4.424e-009
57516	4.4757e-009
57517	4.188e-009
57518	4.1771e-009
57519	4.2552e-009
57520	4.5567e-009
57521	4.8212e-009
57522	4.7979e-009
57523	5.3291e-009
57524	5.3303e-009
57525	4.5466e-009
57526	4.5587e-009
57527	4.4155e-009
57528	4.4071e-009
57529	4.4583e-009
57530	4.4197e-009
57531	4.5011e-009
57532	4.513e-009
57533	4.5627e-009
57534	4.4404e-009
57535	4.4754e-009
57536	4.4499e-009
57537	4.434e-009
57538	4.5493e-009
57539	4.6017e-009
57540	4.3731e-009
57541	4.3883e-009
57542	4.3933e-009
57543	4.4143e-009
57544	4.371e-009
57545	4.3659e-009
57546	4.3816e-009
57547	4.6287e-009
57548	4.6175e-009
57549	5.4842e-009
57550	5.3958e-009
57551	5.5164e-009
57552	5.4804e-009
57553	5.5303e-009
57554	4.5542e-009
57555	4.6075e-009
57556	4.6245e-009
57557	4.3178e-009
57558	4.3704e-009
57559	4.3423e-009
57560	4.3449e-009
57561	4.199e-009
57562	4.1746e-009
57563	4.2513e-009
57564	4.2241e-009
57565	4.6092e-009
57566	4.6396e-009
57567	4.6446e-009
57568	4.6441e-009
57569	5.5414e-009
57570	5.5561e-009
57571	5.5556e-009
57572	4.4669e-009
57573	4.5085e-009
57574	4.5094e-009
57575	4.2666e-009
57576	4.2363e-009
57577	4.2425e-009
57578	4.1586e-009
57579	4.3839e-009
57580	4.3625e-009
57581	4.42e-009
57582	4.6323e-009
57583	4.6369e-009
57584	5.4611e-009
57585	5.5314e-009
57586	5.5538e-009
57587	4.3187e-009
57588	4.3676e-009
57589	4.4947e-009
57590	4.4751e-009
57591	4.5484e-009
57592	4.5841e-009
57593	5.3014e-009
57594	5.3128e-009
57595	4.5482e-009
57596	4.552e-009
57597	4.2097e-009
57598	4.1668e-009
57599	4.4823e-009
57600	4.4376e-009
57601	5.3764e-009
57602	5.332e-009
57603	5.3058e-009
57604	3.991e-009
57605	3.8803e-009
57606	4.1791e-009
57607	3.9794e-009
57608	4.1296e-009
57609	4.0308e-009
57610	3.8631e-009
57611	4.164e-009
57612	3.5809e-009
57613	3.3152e-009
57614	3.5888e-009
57615	3.6971e-009
57616	3.4297e-009
57617	3.7606e-009
57618	3.3908e-009
57619	3.3141e-009
57620	3.5103e-009
57621	3.5775e-009
57622	3.3155e-009
57623	3.837e-009
57624	3.914e-009
57625	3.8118e-009
57626	3.9899e-009
57627	3.7641e-009
57628	3.8058e-009
57629	4.0082e-009
57630	4.1232e-009
57631	4.0691e-009
57632	3.818e-009
57633	3.5871e-009
57634	3.733e-009
57635	3.8884e-009
57636	3.5165e-009
57637	3.6578e-009
57638	3.8484e-009
57639	3.7269e-009
57640	3.2899e-009
57641	3.2446e-009
57642	3.165e-009
57643	3.0581e-009
57644	3.0498e-009
57645	3.175e-009
57646	3.0243e-009
57647	3.8257e-009
57648	3.6948e-009
57649	3.5686e-009
57650	3.8767e-009
57651	3.6509e-009
57652	3.7092e-009
57653	4.128e-009
57654	4.4727e-009
57655	4.2775e-009
57656	4.4015e-009
57657	4.3071e-009
57658	4.482e-009
57659	4.4053e-009
57660	3.7751e-009
57661	3.7707e-009
57662	3.973e-009
57663	3.8625e-009
57664	3.8047e-009
57665	3.9978e-009
57666	4.0826e-009
57667	3.8148e-009
57668	3.5391e-009
57669	3.6229e-009
57670	3.667e-009
57671	3.5619e-009
57672	3.6412e-009
57673	3.7007e-009
57674	3.6366e-009
57675	3.4659e-009
57676	3.494e-009
57677	3.4285e-009
57678	3.2956e-009
57679	3.3346e-009
57680	3.8494e-009
57681	3.74e-009
57682	4.0396e-009
57683	3.8413e-009
57684	3.8892e-009
57685	3.9836e-009
57686	3.8558e-009
57687	3.9331e-009
57688	3.4487e-009
57689	3.1784e-009
57690	3.4507e-009
57691	3.5615e-009
57692	3.2911e-009
57693	3.3513e-009
57694	3.1505e-009
57695	3.6088e-009
57696	3.2541e-009
57697	3.6954e-009
57698	3.7704e-009
57699	3.6686e-009
57700	3.8172e-009
57701	3.8965e-009
57702	3.7503e-009
57703	3.6856e-009
57704	3.689e-009
57705	3.4829e-009
57706	3.7057e-009
57707	3.5481e-009
57708	3.1503e-009
57709	3.0017e-009
57710	3.1107e-009
57711	2.9431e-009
57712	3.0577e-009
57713	2.9296e-009
57714	3.6878e-009
57715	3.5527e-009
57716	3.428e-009
57717	3.7356e-009
57718	3.3859e-009
57719	3.5137e-009
57720	3.8296e-009
57721	3.7018e-009
57722	3.632e-009
57723	3.6337e-009
57724	3.9908e-009
57725	4.0385e-009
57726	4.129e-009
57727	4.2528e-009
57728	4.3281e-009
57729	4.2324e-009
57730	3.6312e-009
57731	3.7948e-009
57732	3.7085e-009
57733	3.86e-009
57734	3.7134e-009
57735	3.5885e-009
57736	3.8462e-009
57737	3.8084e-009
57738	3.9479e-009
57739	3.3967e-009
57740	3.4881e-009
57741	3.4886e-009
57742	3.6047e-009
57743	3.5173e-009
57744	3.6105e-009
57745	3.2273e-009
57746	3.3573e-009
57747	3.1776e-009
57748	4.5125e-009
57749	4.4044e-009
57750	4.4509e-009
57751	4.5301e-009
57752	4.3371e-009
57753	4.5277e-009
57754	4.5243e-009
57755	4.3824e-009
57756	4.3509e-009
57757	4.3877e-009
57758	4.5547e-009
57759	4.3602e-009
57760	4.3135e-009
57761	4.5033e-009
57762	4.533e-009
57763	4.4252e-009
57764	4.3471e-009
57765	4.2574e-009
57766	4.4239e-009
57767	4.2185e-009
57768	4.1096e-009
57769	4.2303e-009
57770	4.1915e-009
57771	4.097e-009
57772	4.3036e-009
57773	4.212e-009
57774	4.2487e-009
57775	4.3228e-009
57776	4.2345e-009
57777	4.2047e-009
57778	4.1171e-009
57779	4.2544e-009
57780	4.2202e-009
57781	4.1726e-009
57782	4.0875e-009
57783	4.0701e-009
57784	4.526e-009
57785	4.4213e-009
57786	4.4983e-009
57787	4.4039e-009
57788	4.5394e-009
57789	4.5214e-009
57790	4.4509e-009
57791	4.1778e-009
57792	4.2573e-009
57793	4.1053e-009
57794	4.2777e-009
57795	4.445e-009
57796	4.2515e-009
57797	4.153e-009
57798	4.051e-009
57799	4.1583e-009
57800	4.0734e-009
57801	4.0323e-009
57802	4.4261e-009
57803	4.5473e-009
57804	4.6005e-009
57805	4.6288e-009
57806	4.5542e-009
57807	4.3313e-009
57808	4.2958e-009
57809	4.4025e-009
57810	4.5186e-009
57811	4.5375e-009
57812	3.9951e-009
57813	3.9715e-009
57814	4.1052e-009
57815	3.9767e-009
57816	3.2846e-009
57817	3.3083e-009
57818	3.201e-009
57819	3.342e-009
57820	3.4259e-009
57821	3.4331e-009
57822	3.2672e-009
57823	3.4495e-009
57824	3.4447e-009
57825	3.1565e-009
57826	3.1351e-009
57827	3.3201e-009
57828	3.3943e-009
57829	3.2139e-009
57830	3.4399e-009
57831	3.5027e-009
57832	3.3801e-009
57833	3.4212e-009
57834	3.2389e-009
57835	3.5182e-009
57836	3.2835e-009
57837	3.2145e-009
57838	3.5143e-009
57839	3.5308e-009
57840	3.4796e-009
57841	3.3127e-009
57842	3.4319e-009
57843	3.4921e-009
57844	3.1803e-009
57845	3.4113e-009
57846	3.4971e-009
57847	3.4143e-009
57848	3.4653e-009
57849	3.4172e-009
57850	3.5228e-009
57851	3.5715e-009
57852	3.4652e-009
57853	3.547e-009
57854	3.6047e-009
57855	4.0396e-009
57856	3.964e-009
57857	4.1093e-009
57858	4.1422e-009
57859	4.1178e-009
57860	4.6668e-009
57861	4.6009e-009
57862	4.5742e-009
57863	4.7216e-009
57864	4.2878e-009
57865	4.4739e-009
57866	4.3603e-009
57867	4.1998e-009
57868	4.1349e-009
57869	4.4417e-009
57870	4.1902e-009
57871	4.2794e-009
57872	4.2237e-009
57873	4.4105e-009
57874	4.3348e-009
57875	4.1941e-009
57876	4.1382e-009
57877	4.0737e-009
57878	4.4146e-009
57879	4.1534e-009
57880	4.1648e-009
57881	3.9785e-009
57882	4.0056e-009
57883	4.041e-009
57884	3.9756e-009
57885	4.0568e-009
57886	4.287e-009
57887	4.4116e-009
57888	4.5083e-009
57889	4.5266e-009
57890	4.5096e-009
57891	4.1122e-009
57892	3.9513e-009
57893	4.0755e-009
57894	4.1364e-009
57895	4.107e-009
57896	4.0528e-009
57897	4.1935e-009
57898	4.303e-009
57899	4.5282e-009
57900	4.5482e-009
57901	4.5776e-009
57902	4.3809e-009
57903	4.151e-009
57904	4.1221e-009
57905	4.4291e-009
57906	4.4272e-009
57907	4.1775e-009
57908	3.6771e-009
57909	3.582e-009
57910	3.6502e-009
57911	3.599e-009
57912	3.5968e-009
57913	3.6584e-009
57914	3.6954e-009
57915	3.5679e-009
57916	4.0203e-009
57917	3.7696e-009
57918	3.8158e-009
57919	3.859e-009
57920	3.8452e-009
57921	3.9289e-009
57922	3.8033e-009
57923	3.7198e-009
57924	3.7606e-009
57925	3.7829e-009
57926	3.9202e-009
57927	3.9262e-009
57928	3.885e-009
57929	3.9884e-009
57930	3.5313e-009
57931	3.5637e-009
57932	3.5392e-009
57933	3.5409e-009
57934	3.7137e-009
57935	3.6124e-009
57936	3.7232e-009
57937	3.733e-009
57938	3.7825e-009
57939	3.6203e-009
57940	3.7251e-009
57941	3.7489e-009
57942	3.8716e-009
57943	3.826e-009
57944	3.7754e-009
57945	3.6308e-009
57946	3.5467e-009
57947	3.7462e-009
57948	3.7261e-009
57949	3.6422e-009
57950	3.521e-009
57951	3.527e-009
57952	3.6989e-009
57953	3.6039e-009
57954	3.6042e-009
57955	3.604e-009
57956	3.8247e-009
57957	3.8506e-009
57958	3.9928e-009
57959	3.9537e-009
57960	3.9761e-009
57961	3.5519e-009
57962	3.7341e-009
57963	3.7956e-009
57964	3.7066e-009
57965	3.8168e-009
57966	3.6435e-009
57967	3.7609e-009
57968	3.7994e-009
57969	3.8999e-009
57970	3.9439e-009
57971	3.8669e-009
57972	3.7922e-009
57973	3.9175e-009
57974	3.9471e-009
57975	3.8786e-009
57976	3.9635e-009
57977	4.0077e-009
57978	3.9273e-009
57979	3.7028e-009
57980	3.7198e-009
57981	3.6071e-009
57982	3.6217e-009
57983	3.9609e-009
57984	3.9354e-009
57985	3.932e-009
57986	3.9085e-009
57987	3.6109e-009
57988	3.7179e-009
57989	3.628e-009
57990	3.6111e-009
57991	3.5822e-009
57992	4.47e-009
57993	4.3823e-009
57994	4.4323e-009
57995	4.3876e-009
57996	4.4601e-009
57997	4.4243e-009
57998	4.1681e-009
57999	4.2156e-009
58000	4.2508e-009
58001	4.3216e-009
58002	4.965e-009
58003	4.9076e-009
58004	4.7689e-009
58005	4.8309e-009
58006	4.8079e-009
58007	4.9783e-009
58008	4.6869e-009
58009	4.8375e-009
58010	4.6363e-009
58011	4.343e-009
58012	4.39e-009
58013	4.349e-009
58014	4.3901e-009
58015	4.3785e-009
58016	4.3565e-009
58017	4.2346e-009
58018	4.0953e-009
58019	4.1698e-009
58020	4.3506e-009
58021	4.2178e-009
58022	4.1922e-009
58023	4.5206e-009
58024	4.525e-009
58025	4.4938e-009
58026	4.6151e-009
58027	4.5867e-009
58028	4.5776e-009
58029	4.2538e-009
58030	4.4417e-009
58031	4.5201e-009
58032	4.482e-009
58033	4.3745e-009
58034	4.3735e-009
58035	4.4238e-009
58036	4.4724e-009
58037	4.4155e-009
58038	4.49e-009
58039	4.2566e-009
58040	4.3529e-009
58041	4.1813e-009
58042	4.3899e-009
58043	4.4242e-009
58044	4.2641e-009
58045	4.275e-009
58046	4.2785e-009
58047	4.2817e-009
58048	4.2712e-009
58049	4.2813e-009
58050	4.2206e-009
58051	4.1385e-009
58052	4.2452e-009
58053	4.2559e-009
58054	4.4313e-009
58055	4.3944e-009
58056	4.4375e-009
58057	4.4594e-009
58058	4.4084e-009
58059	4.3966e-009
58060	4.231e-009
58061	4.3928e-009
58062	4.2158e-009
58063	4.2728e-009
58064	4.3797e-009
58065	4.4298e-009
58066	4.4314e-009
58067	4.4169e-009
58068	5.2547e-009
58069	5.4535e-009
58070	5.4448e-009
58071	5.2976e-009
58072	5.2124e-009
58073	5.4185e-009
58074	5.253e-009
58075	5.1023e-009
58076	5.0166e-009
58077	5.2754e-009
58078	5.0696e-009
58079	5.2343e-009
58080	5.1985e-009
58081	5.1137e-009
58082	4.9271e-009
58083	5.1374e-009
58084	5.0137e-009
58085	5.176e-009
58086	5.1278e-009
58087	5.0124e-009
58088	4.9391e-009
58089	5.2068e-009
58090	5.1051e-009
58091	4.9667e-009
58092	5.1906e-009
58093	4.875e-009
58094	4.855e-009
58095	4.9592e-009
58096	4.9962e-009
58097	5.0814e-009
58098	5.1167e-009
58099	5.0687e-009
58100	4.3465e-009
58101	4.3586e-009
58102	4.3728e-009
58103	4.3576e-009
58104	4.3611e-009
58105	4.3645e-009
58106	4.3506e-009
58107	4.141e-009
58108	4.1278e-009
58109	4.1201e-009
58110	4.0897e-009
58111	4.0382e-009
58112	4.2013e-009
58113	4.3226e-009
58114	4.3017e-009
58115	4.3247e-009
58116	4.3102e-009
58117	4.3369e-009
58118	4.3009e-009
58119	4.1068e-009
58120	4.1492e-009
58121	4.1305e-009
58122	4.1741e-009
58123	4.3959e-009
58124	4.3753e-009
58125	4.382e-009
58126	4.4112e-009
58127	4.4065e-009
58128	4.382e-009
58129	4.137e-009
58130	4.2607e-009
58131	4.3515e-009
58132	4.2227e-009
58133	4.2331e-009
58134	4.8007e-009
58135	4.7469e-009
58136	4.7498e-009
58137	4.6641e-009
58138	4.6634e-009
58139	4.643e-009
58140	4.5244e-009
58141	4.5892e-009
58142	4.4277e-009
58143	4.7152e-009
58144	4.6877e-009
58145	4.5759e-009
58146	4.6019e-009
58147	4.6495e-009
58148	4.5686e-009
58149	4.4192e-009
58150	4.4727e-009
58151	4.514e-009
58152	4.4095e-009
58153	4.923e-009
58154	4.8502e-009
58155	5.0667e-009
58156	4.9062e-009
58157	4.9952e-009
58158	4.9363e-009
58159	4.986e-009
58160	4.9315e-009
58161	4.6251e-009
58162	4.521e-009
58163	4.6532e-009
58164	4.4727e-009
58165	4.5919e-009
58166	4.5581e-009
58167	4.4111e-009
58168	4.5593e-009
58169	4.3932e-009
58170	4.4986e-009
58171	4.4185e-009
58172	4.5822e-009
58173	4.4864e-009
58174	4.4724e-009
58175	4.5393e-009
58176	4.486e-009
58177	4.4377e-009
58178	4.5893e-009
58179	4.474e-009
58180	4.4591e-009
58181	4.501e-009
58182	4.4681e-009
58183	4.4635e-009
58184	4.4571e-009
58185	4.5406e-009
58186	4.5417e-009
58187	4.3145e-009
58188	4.4882e-009
58189	4.3693e-009
58190	4.4368e-009
58191	4.3338e-009
58192	4.3154e-009
58193	4.345e-009
58194	4.3756e-009
58195	4.3106e-009
58196	4.1219e-009
58197	4.2018e-009
58198	4.1444e-009
58199	4.16e-009
58200	4.325e-009
58201	4.3593e-009
58202	4.2948e-009
58203	4.2882e-009
58204	4.3537e-009
58205	4.2948e-009
58206	4.3501e-009
58207	4.3908e-009
58208	4.3593e-009
58209	4.3191e-009
58210	4.3086e-009
58211	4.3332e-009
58212	4.1669e-009
58213	4.2158e-009
58214	4.1397e-009
58215	4.3152e-009
58216	4.1018e-009
58217	4.1253e-009
58218	4.322e-009
58219	4.2403e-009
58220	4.1376e-009
58221	4.3124e-009
58222	4.3522e-009
58223	4.4893e-009
58224	4.5198e-009
58225	4.6003e-009
58226	4.5532e-009
58227	4.5751e-009
58228	4.3165e-009
58229	4.4176e-009
58230	4.3855e-009
58231	4.4041e-009
58232	4.4088e-009
58233	4.424e-009
58234	4.4097e-009
58235	4.4293e-009
58236	4.3892e-009
58237	4.3454e-009
58238	4.334e-009
58239	4.3449e-009
58240	4.3343e-009
58241	4.1542e-009
58242	4.1341e-009
58243	4.1177e-009
58244	4.1242e-009
58245	4.2091e-009
58246	4.4444e-009
58247	4.5018e-009
58248	4.4681e-009
58249	4.5551e-009
58250	4.462e-009
58251	4.5368e-009
58252	4.2815e-009
58253	4.2238e-009
58254	4.4087e-009
58255	4.2337e-009
58256	4.1856e-009
58257	4.2755e-009
58258	4.3919e-009
58259	4.3596e-009
58260	4.3529e-009
58261	4.3301e-009
58262	4.3403e-009
58263	4.1155e-009
58264	4.133e-009
58265	4.1832e-009
58266	4.1692e-009
58267	4.7942e-009
58268	5.0019e-009
58269	4.9304e-009
58270	4.8241e-009
58271	4.7692e-009
58272	4.785e-009
58273	4.7095e-009
58274	4.7432e-009
58275	4.7235e-009
58276	4.8749e-009
58277	4.8454e-009
58278	4.8713e-009
58279	4.8199e-009
58280	4.8221e-009
58281	4.7384e-009
58282	4.7803e-009
58283	4.6875e-009
58284	4.6332e-009
58285	4.6406e-009
58286	4.5792e-009
58287	4.6705e-009
58288	4.5818e-009
58289	4.6775e-009
58290	4.3962e-009
58291	4.3893e-009
58292	4.4068e-009
58293	4.3968e-009
58294	4.2515e-009
58295	4.3188e-009
58296	4.356e-009
58297	4.3832e-009
58298	4.3949e-009
58299	4.4358e-009
58300	4.5071e-009
58301	4.4788e-009
58302	4.1816e-009
58303	4.1784e-009
58304	4.2712e-009
58305	4.3131e-009
58306	4.1654e-009
58307	4.4058e-009
58308	4.5035e-009
58309	4.5184e-009
58310	4.4826e-009
58311	4.4243e-009
58312	4.4699e-009
58313	4.4033e-009
58314	4.4126e-009
58315	4.2911e-009
58316	4.4514e-009
58317	4.4925e-009
58318	4.3776e-009
58319	4.4046e-009
58320	4.4328e-009
58321	4.276e-009
58322	4.246e-009
58323	4.2247e-009
58324	4.4202e-009
58325	4.4374e-009
58326	4.3639e-009
58327	4.3058e-009
58328	4.302e-009
58329	4.2421e-009
58330	4.1411e-009
58331	4.2739e-009
58332	4.341e-009
58333	4.3013e-009
58334	4.8579e-009
58335	5.037e-009
58336	4.9025e-009
58337	4.7053e-009
58338	4.926e-009
58339	4.7942e-009
58340	4.9617e-009
58341	4.9069e-009
58342	4.9275e-009
58343	4.9988e-009
58344	4.7112e-009
58345	4.7071e-009
58346	4.781e-009
58347	4.6592e-009
58348	4.663e-009
58349	4.7197e-009
58350	4.8007e-009
58351	4.7528e-009
58352	5.0766e-009
58353	5.2403e-009
58354	5.1437e-009
58355	5.0863e-009
58356	5.1873e-009
