Node Number	Total Deformation (m)
18161	2.0591e-009
18162	2.1249e-009
18163	2.071e-009
18164	1.9783e-009
18165	2.021e-009
18166	1.2825e-009
18167	1.315e-009
18168	1.2949e-009
18169	1.3214e-009
18170	1.2979e-009
18171	1.4192e-009
18172	1.4374e-009
18173	1.4572e-009
18174	1.4517e-009
18175	2.7701e-009
18176	2.3278e-009
18177	2.3522e-009
18178	2.3977e-009
18179	2.2535e-009
18180	2.2953e-009
18181	1.5913e-009
18182	1.6528e-009
18183	1.4895e-009
18184	1.591e-009
18185	1.5476e-009
18186	1.5983e-009
18187	1.4048e-009
18188	1.4424e-009
18189	1.4744e-009
18190	1.5015e-009
18191	1.4087e-009
18192	1.3726e-009
18193	1.3339e-009
18194	1.3312e-009
18195	1.3673e-009
18196	1.3726e-009
18197	1.3852e-009
18198	1.5276e-009
18199	1.5288e-009
18200	1.6604e-009
18201	1.6178e-009
18202	2.8892e-009
18203	2.8584e-009
18204	2.8811e-009
18205	1.5373e-009
18206	1.5134e-009
18207	1.4696e-009
18208	1.4867e-009
18209	1.4455e-009
18210	1.4597e-009
18211	1.4246e-009
18212	2.2429e-009
18213	2.3201e-009
18214	2.2084e-009
18215	2.2571e-009
18216	2.5759e-009
18217	2.5096e-009
18218	2.4768e-009
18219	1.6334e-009
18220	1.6441e-009
18221	1.5991e-009
18222	1.6223e-009
18223	1.5946e-009
18224	1.5756e-009
18225	1.4706e-009
18226	1.4553e-009
18227	1.4157e-009
18228	1.4175e-009
18229	1.4959e-009
18230	1.4604e-009
18231	1.4269e-009
18232	1.8678e-009
18233	1.8052e-009
18234	1.8369e-009
18235	1.9235e-009
18236	1.8918e-009
18237	1.8631e-009
18238	2.8131e-009
18239	2.7858e-009
18240	2.7698e-009
18241	2.7485e-009
18242	2.84e-009
18243	2.7812e-009
18244	2.7914e-009
18245	1.6542e-009
18246	1.6166e-009
18247	1.5989e-009
18248	2.8676e-009
18249	2.8187e-009
18250	2.8314e-009
18251	1.6069e-009
18252	1.5689e-009
18253	1.587e-009
18254	1.5607e-009
18255	1.5375e-009
18256	1.4427e-009
18257	1.4351e-009
18258	1.4024e-009
18259	1.3916e-009
18260	1.409e-009
18261	1.9898e-009
18262	1.9223e-009
18263	2.0675e-009
18264	1.9868e-009
18265	1.959e-009
18266	2.7494e-009
18267	2.7026e-009
18268	2.6797e-009
18269	2.7119e-009
18270	2.7322e-009
18271	1.5621e-009
18272	1.5262e-009
18273	1.5245e-009
18274	1.5105e-009
18275	1.5076e-009
18276	1.4368e-009
18277	1.3964e-009
18278	1.4193e-009
18279	1.4211e-009
18280	1.3898e-009
18281	1.4181e-009
18282	2.1579e-009
18283	2.0281e-009
18284	2.0697e-009
18285	2.1717e-009
18286	2.1186e-009
18287	2.6405e-009
18288	2.5859e-009
18289	2.5843e-009
18290	2.6533e-009
18291	2.6222e-009
18292	2.59e-009
18293	1.6045e-009
18294	1.5953e-009
18295	1.4847e-009
18296	1.4576e-009
18297	1.4612e-009
18298	1.4323e-009
18299	1.4464e-009
18300	1.5462e-009
18301	1.4789e-009
18302	1.5066e-009
18303	1.6233e-009
18304	1.5419e-009
18305	1.567e-009
18306	1.7173e-009
18307	1.6537e-009
18308	1.611e-009
18309	1.7041e-009
18310	1.7121e-009
18311	2.417e-009
18312	2.2976e-009
18313	2.3391e-009
18314	2.3948e-009
18315	2.4399e-009
18316	2.8067e-009
18317	1.08e-009
18318	1.5379e-009
18319	1.5025e-009
18320	1.2768e-009
18321	1.5659e-009
18322	1.4267e-009
18323	4.6798e-010
18324	2.261e-010
18325	3.8309e-010
18326	1.5179e-010
18327	3.4123e-010
18328	2.5637e-010
18329	2.0186e-010
18330	9.0877e-010
18331	8.5838e-010
18332	6.7497e-010
18333	9.3154e-010
18334	1.0166e-009
18335	6.733e-010
18336	1.1683e-009
18337	3.9089e-010
18338	2.684e-010
18339	1.88e-010
18340	2.368e-010
18341	1.7082e-010
18342	2.2326e-010
18343	2.9228e-010
18344	1.012e-009
18345	1.4806e-009
18346	1.5163e-009
18347	1.2885e-009
18348	1.5985e-009
18349	1.7132e-009
18350	1.6707e-009
18351	1.7351e-009
18352	1.6889e-009
18353	6.5505e-010
18354	4.3481e-010
18355	7.1288e-010
18356	8.231e-010
18357	6.7787e-010
18358	5.6263e-010
18359	4.4953e-010
18360	1.9131e-009
18361	1.9423e-009
18362	1.9574e-009
18363	1.6787e-009
18364	1.6306e-009
18365	1.638e-009
18366	1.7712e-009
18367	1.8852e-009
18368	1.6522e-009
18369	1.0428e-009
18370	1.188e-009
18371	1.2351e-009
18372	1.2151e-009
18373	1.0859e-009
18374	1.2172e-009
18375	4.566e-010
18376	3.0664e-010
18377	2.4707e-010
18378	7.6298e-010
18379	9.5692e-010
18380	6.2128e-010
18381	4.5582e-010
18382	8.0661e-010
18383	2.1403e-009
18384	1.1362e-009
18385	1.2805e-009
18386	1.2272e-009
18387	1.2993e-009
18388	6.205e-010
18389	4.6186e-010
18390	5.9266e-010
18391	4.2201e-010
18392	1.0178e-009
18393	1.1235e-009
18394	6.7445e-010
18395	2.8378e-009
18396	2.8426e-009
18397	1.5715e-009
18398	1.5902e-009
18399	1.6105e-009
18400	2.8207e-009
18401	2.8413e-009
18402	2.8611e-009
18403	1.4056e-009
18404	1.405e-009
18405	1.4217e-009
18406	1.3889e-009
18407	2.0128e-009
18408	2.0498e-009
18409	2.1183e-009
18410	2.0979e-009
18411	1.7606e-009
18412	1.6076e-009
18413	1.6266e-009
18414	1.4504e-009
18415	1.5093e-009
18416	1.4715e-009
18417	1.4951e-009
18418	1.4488e-009
18419	1.4422e-009
18420	1.9052e-009
18421	1.8735e-009
18422	1.9429e-009
18423	1.9941e-009
18424	1.5626e-009
18425	1.5305e-009
18426	2.0821e-009
18427	2.0543e-009
18428	2.0881e-009
18429	2.0458e-009
18430	2.0458e-009
18431	2.0626e-009
18432	2.1951e-009
18433	2.1846e-009
18434	2.0898e-009
18435	2.0309e-009
18436	2.0591e-009
18437	2.1044e-009
18438	2.1261e-009
18439	2.0818e-009
18440	2.1459e-009
18441	2.1634e-009
18442	2.0922e-009
18443	2.1619e-009
18444	2.1672e-009
18445	2.0958e-009
18446	2.1798e-009
18447	2.1476e-009
18448	2.1311e-009
18449	2.0339e-009
18450	2.0704e-009
18451	2.092e-009
18452	2.1527e-009
18453	2.0866e-009
18454	2.1396e-009
18455	2.1757e-009
18456	1.2819e-009
18457	1.3168e-009
18458	1.2888e-009
18459	1.2708e-009
18460	1.3391e-009
18461	1.3997e-009
18462	1.3953e-009
18463	1.326e-009
18464	1.3917e-009
18465	1.4111e-009
18466	1.286e-009
18467	1.2888e-009
18468	1.3804e-009
18469	1.3179e-009
18470	1.319e-009
18471	1.3656e-009
18472	1.3884e-009
18473	1.4176e-009
18474	1.2947e-009
18475	1.3815e-009
18476	1.3192e-009
18477	1.3881e-009
18478	1.3867e-009
18479	1.3245e-009
18480	1.299e-009
18481	1.3088e-009
18482	1.2729e-009
18483	1.3281e-009
18484	1.8582e-009
18485	2.0488e-009
18486	1.9352e-009
18487	1.9328e-009
18488	1.9691e-009
18489	1.9752e-009
18490	1.9505e-009
18491	1.9469e-009
18492	1.3414e-009
18493	1.3658e-009
18494	1.3139e-009
18495	1.3421e-009
18496	1.6787e-009
18497	1.4594e-009
18498	1.4765e-009
18499	1.5869e-009
18500	1.8783e-009
18501	1.3926e-009
18502	2.497e-009
18503	1.8139e-009
18504	2.1537e-009
18505	2.176e-009
18506	2.4605e-009
18507	2.5228e-009
18508	2.6382e-009
18509	2.6418e-009
18510	2.3687e-009
18511	2.4191e-009
18512	3.3137e-009
18513	2.575e-009
18514	2.7773e-009
18515	3.1193e-009
18516	3.0745e-009
18517	2.7653e-009
18518	2.186e-009
18519	2.3481e-009
18520	2.496e-009
18521	2.7493e-009
18522	2.9827e-009
18523	8.2289e-010
18524	8.1692e-010
18525	8.6475e-010
18526	7.6942e-010
18527	7.0024e-010
18528	7.7118e-010
18529	6.2916e-010
18530	1.2032e-009
18531	1.765e-009
18532	1.4392e-009
18533	1.4291e-009
18534	1.6902e-009
18535	1.4605e-009
18536	1.7628e-009
18537	1.2488e-009
18538	1.4427e-009
18539	2.0104e-009
18540	9.4081e-010
18541	1.1956e-009
18542	1.0309e-009
18543	1.2127e-009
18544	8.8784e-010
18545	1.1052e-009
18546	1.5733e-009
18547	1.346e-009
18548	1.2724e-009
18549	1.1651e-009
18550	1.0313e-009
18551	1.9984e-009
18552	1.3029e-009
18553	1.1638e-009
18554	1.023e-009
18555	8.872e-010
18556	8.7014e-010
18557	8.9865e-010
18558	1.1291e-009
18559	2.0584e-009
18560	1.6361e-009
18561	1.8342e-009
18562	2.1406e-009
18563	2.3693e-009
18564	9.9095e-010
18565	1.1339e-009
18566	1.1162e-009
18567	1.2889e-009
18568	1.1737e-009
18569	7.6816e-010
18570	8.4793e-010
18571	7.7889e-010
18572	2.1975e-009
18573	1.7324e-009
18574	1.8849e-009
18575	2.0082e-009
18576	2.4427e-009
18577	2.3938e-009
18578	2.4631e-009
18579	1.9742e-009
18580	1.9606e-009
18581	2.3391e-009
18582	2.1819e-009
18583	2.5183e-009
18584	1.0381e-009
18585	1.2854e-009
18586	1.3734e-009
18587	1.2605e-009
18588	8.8856e-010
18589	1.4391e-009
18590	8.2731e-010
18591	1.2002e-009
18592	1.0501e-009
18593	1.1992e-009
18594	8.3545e-010
18595	8.421e-010
18596	1.2742e-009
18597	1.1573e-009
18598	9.2722e-010
18599	7.6742e-010
18600	1.5793e-009
18601	1.9254e-009
18602	1.6067e-009
18603	1.4498e-009
18604	1.6454e-009
18605	2.0274e-009
18606	1.0467e-009
18607	2.0658e-009
18608	1.2477e-009
18609	1.5928e-009
18610	1.4361e-009
18611	1.7637e-009
18612	1.8854e-009
18613	2.0973e-009
18614	1.4989e-009
18615	1.3734e-009
18616	1.2533e-009
18617	9.6273e-010
18618	1.3219e-009
18619	1.2208e-009
18620	9.953e-010
18621	1.775e-009
18622	1.6015e-009
18623	2.1142e-009
18624	1.9455e-009
18625	1.6884e-009
18626	1.566e-009
18627	1.8954e-009
18628	1.7915e-009
18629	2.2203e-009
18630	1.5395e-009
18631	1.7368e-009
18632	1.5007e-009
18633	1.394e-009
18634	2.6622e-009
18635	2.8807e-009
18636	2.7362e-009
18637	2.7994e-009
18638	2.6105e-009
18639	1.9573e-009
18640	2.2141e-009
18641	2.1681e-009
18642	2.2132e-009
18643	1.9538e-009
18644	1.8469e-009
18645	2.1011e-009
18646	1.9859e-009
18647	2.0688e-009
18648	1.8428e-009
18649	1.7367e-009
18650	1.674e-009
18651	1.9435e-009
18652	1.9972e-009
18653	2.0487e-009
18654	2.0935e-009
18655	1.9686e-009
18656	1.768e-009
18657	2.3912e-009
18658	2.1514e-009
18659	2.4496e-009
18660	2.3336e-009
18661	2.1747e-009
18662	2.0779e-009
18663	2.3343e-009
18664	2.5598e-009
18665	2.4462e-009
18666	2.4029e-009
18667	2.2405e-009
18668	2.3203e-009
18669	2.5166e-009
18670	2.2964e-009
18671	2.3393e-009
18672	2.3868e-009
18673	2.8579e-009
18674	2.6779e-009
18675	2.697e-009
18676	2.5919e-009
18677	2.6944e-009
18678	2.7802e-009
18679	2.7688e-009
18680	2.8599e-009
18681	2.6648e-009
18682	2.1264e-009
18683	2.224e-009
18684	2.0653e-009
18685	2.4079e-009
18686	2.4926e-009
18687	2.45e-009
18688	2.5986e-009
18689	2.1689e-009
18690	2.2182e-009
18691	2.3103e-009
18692	2.2703e-009
18693	2.1513e-009
18694	2.5196e-009
18695	2.6117e-009
18696	2.3543e-009
18697	2.5124e-009
18698	2.3462e-009
18699	2.5115e-009
18700	2.2502e-009
18701	2.5775e-009
18702	2.7758e-009
18703	2.5754e-009
18704	2.7502e-009
18705	2.5432e-009
18706	1.9518e-009
18707	2.2493e-009
18708	2.0899e-009
18709	2.0202e-009
18710	1.9094e-009
18711	2.2404e-009
18712	1.9811e-009
18713	2.6111e-009
18714	2.2757e-009
18715	2.4487e-009
18716	2.4177e-009
18717	2.1199e-009
18718	2.2289e-009
18719	2.3859e-009
18720	2.0048e-009
18721	1.8156e-009
18722	1.9962e-009
18723	2.0841e-009
18724	1.9262e-009
18725	1.8463e-009
18726	1.76e-009
18727	1.9156e-009
18728	1.8528e-009
18729	1.7367e-009
18730	1.6241e-009
18731	2.7464e-009
18732	2.6573e-009
18733	2.6298e-009
18734	2.8027e-009
18735	2.5714e-009
18736	2.4252e-009
18737	2.2963e-009
18738	2.375e-009
18739	2.485e-009
18740	2.3723e-009
18741	2.2142e-009
18742	2.3657e-009
18743	2.3105e-009
18744	2.1951e-009
18745	2.2848e-009
18746	1.9778e-009
18747	1.9354e-009
18748	1.9078e-009
18749	1.8631e-009
18750	1.6145e-009
18751	1.6286e-009
18752	2.5763e-009
18753	2.4719e-009
18754	2.5552e-009
18755	2.5682e-009
18756	2.2445e-009
18757	2.2204e-009
18758	2.1719e-009
18759	2.3759e-009
18760	2.4264e-009
18761	2.3783e-009
18762	2.4649e-009
18763	2.1796e-009
18764	2.0723e-009
18765	2.0375e-009
18766	2.2954e-009
18767	2.1117e-009
18768	2.3553e-009
18769	2.3729e-009
18770	2.0378e-009
18771	2.0013e-009
18772	2.2116e-009
18773	1.5441e-009
18774	1.7914e-009
18775	1.9333e-009
18776	1.8225e-009
18777	1.6572e-009
18778	1.9316e-009
18779	7.7649e-010
18780	5.4507e-010
18781	6.863e-010
18782	6.1622e-010
18783	5.6659e-010
18784	1.86e-009
18785	2.0789e-009
18786	1.827e-009
18787	2.0576e-009
18788	2.0056e-009
18789	6.4256e-010
18790	6.9167e-010
18791	4.8874e-010
18792	5.1478e-010
18793	4.8476e-010
18794	2.3426e-009
18795	1.5297e-009
18796	1.7928e-009
18797	1.7937e-009
18798	2.3393e-009
18799	2.1511e-009
18800	2.0355e-009
18801	3.6083e-009
18802	2.2703e-009
18803	2.9269e-009
18804	2.5336e-009
18805	2.7771e-009
18806	2.9456e-009
18807	3.3878e-009
18808	4.3556e-009
18809	3.447e-009
18810	3.6598e-009
18811	3.2494e-009
18812	3.471e-009
18813	4.3319e-009
18814	4.1819e-009
18815	4.0077e-009
18816	4.0235e-009
18817	3.7157e-009
18818	3.688e-009
18819	3.5656e-009
18820	4.3161e-009
18821	3.6303e-009
18822	3.0068e-009
18823	3.3755e-009
18824	2.965e-009
18825	3.0758e-009
18826	3.2472e-009
18827	3.4044e-009
18828	2.195e-009
18829	2.564e-009
18830	2.1914e-009
18831	2.6016e-009
18832	1.0953e-009
18833	1.0075e-009
18834	1.1349e-009
18835	8.6214e-010
18836	8.8516e-010
18837	7.8213e-010
18838	1.0868e-009
18839	1.3007e-009
18840	1.3374e-009
18841	1.4536e-009
18842	8.7875e-010
18843	8.5993e-010
18844	8.6617e-010
18845	1.0075e-009
18846	1.3108e-009
18847	1.3727e-009
18848	7.8233e-010
18849	7.7137e-010
18850	9.7064e-010
18851	1.3627e-009
18852	1.2797e-009
18853	7.4808e-010
18854	7.6505e-010
18855	9.7389e-010
18856	1.2477e-009
18857	1.2768e-009
18858	7.4401e-010
18859	7.0269e-010
18860	9.0855e-010
18861	7.1335e-010
18862	9.3764e-010
18863	1.2252e-009
18864	1.1713e-009
18865	9.1615e-010
18866	7.7084e-010
18867	8.4942e-010
18868	9.045e-010
18869	7.6816e-010
18870	1.1925e-009
18871	1.6322e-009
18872	1.4243e-009
18873	1.7098e-009
18874	1.2241e-009
18875	1.4388e-009
18876	1.205e-009
18877	1.2528e-009
18878	1.0335e-009
18879	1.2396e-009
18880	9.2795e-010
18881	1.0047e-009
18882	1.4496e-009
18883	1.1321e-009
18884	1.4582e-009
18885	1.0076e-009
18886	1.9234e-009
18887	1.2788e-009
18888	8.6307e-010
18889	1.2206e-009
18890	1.0959e-009
18891	6.4571e-010
18892	8.0176e-010
18893	8.6606e-010
18894	1.0554e-009
18895	1.9057e-009
18896	1.6928e-009
18897	1.9761e-009
18898	1.6995e-009
18899	2.2645e-009
18900	2.102e-009
18901	1.9826e-009
18902	1.111e-009
18903	6.7572e-010
18904	8.7709e-010
18905	7.583e-010
18906	6.8596e-010
18907	8.3461e-010
18908	1.5603e-009
18909	1.9313e-009
18910	2.251e-009
18911	1.5281e-009
18912	3.0463e-009
18913	2.4766e-009
18914	2.5361e-009
18915	2.7142e-009
18916	2.4806e-009
18917	2.1564e-009
18918	3.21e-009
18919	2.6829e-009
18920	2.8532e-009
18921	2.8993e-009
18922	2.6056e-009
18923	3.066e-009
18924	2.8478e-009
18925	2.8541e-009
18926	2.6509e-009
18927	2.4631e-009
18928	3.0652e-009
18929	3.1454e-009
18930	2.1916e-009
18931	2.1256e-009
18932	2.401e-009
18933	1.9305e-009
18934	2.2176e-009
18935	2.6379e-009
18936	2.7599e-009
18937	1.603e-009
18938	1.6812e-009
18939	1.86e-009
18940	1.6709e-009
18941	2.2494e-009
18942	1.4306e-009
18943	1.5597e-009
18944	1.4043e-009
18945	1.0148e-009
18946	1.062e-009
18947	1.042e-009
18948	1.6658e-009
18949	1.704e-009
18950	1.8874e-009
18951	1.0684e-009
18952	1.7286e-009
18953	1.0185e-009
18954	1.0635e-009
18955	1.6638e-009
18956	2.035e-009
18957	2.1253e-009
18958	2.0002e-009
18959	1.1357e-009
18960	1.9451e-009
18961	1.8211e-009
18962	1.5335e-009
18963	1.5842e-009
18964	1.8965e-009
18965	1.0435e-009
18966	1.049e-009
18967	1.8439e-009
18968	1.5974e-009
18969	1.4483e-009
18970	1.1716e-009
18971	1.503e-009
18972	1.8754e-009
18973	1.8884e-009
18974	1.1783e-009
18975	1.583e-009
18976	1.2058e-009
18977	1.7364e-009
18978	1.1187e-009
18979	1.4831e-009
18980	1.3615e-009
18981	1.2499e-009
18982	1.4825e-009
18983	2.2416e-009
18984	2.3465e-009
18985	2.5243e-009
18986	1.8746e-009
18987	1.7001e-009
18988	2.0026e-009
18989	1.6285e-009
18990	1.8227e-009
18991	1.1658e-009
18992	2.4425e-009
18993	2.1877e-009
18994	1.9032e-009
18995	2.3951e-009
18996	2.3439e-009
18997	2.2068e-009
18998	2.7615e-009
18999	2.0516e-009
19000	1.582e-009
19001	1.3389e-009
19002	1.3876e-009
19003	1.7824e-009
19004	1.6014e-009
19005	1.5383e-009
19006	1.6522e-009
19007	1.4693e-009
19008	1.5365e-009
19009	1.6086e-009
19010	1.4133e-009
19011	1.426e-009
19012	1.3842e-009
19013	1.551e-009
19014	1.6322e-009
19015	1.6579e-009
19016	1.5552e-009
19017	1.5033e-009
19018	1.4402e-009
19019	1.4273e-009
19020	1.5469e-009
19021	1.613e-009
19022	1.3957e-009
19023	3.7337e-010
19024	2.9135e-010
19025	3.4169e-010
19026	9.6977e-011
19027	1.4067e-010
19028	2.1739e-010
19029	2.0419e-010
19030	1.8995e-010
19031	1.5159e-010
19032	2.92e-010
19033	2.7667e-010
19034	7.6128e-010
19035	1.1018e-009
19036	8.6597e-010
19037	9.0846e-010
19038	7.326e-010
19039	9.9114e-010
19040	1.0778e-009
19041	7.2347e-010
19042	6.7933e-010
19043	5.309e-010
19044	3.851e-010
19045	5.6997e-010
19046	5.5194e-010
19047	4.5279e-010
19048	8.9836e-010
19049	1.1735e-009
19050	9.6941e-010
19051	1.1998e-009
19052	9.7196e-010
19053	1.3138e-009
19054	1.1091e-009
19055	1.3174e-009
19056	5.3836e-010
19057	7.5459e-010
19058	4.8109e-010
19059	7.5668e-010
19060	8.8415e-010
19061	7.357e-010
19062	6.0622e-010
19063	4.9765e-010
19064	1.2529e-009
19065	1.0242e-009
19066	1.1046e-009
19067	1.4395e-009
19068	1.0722e-009
19069	1.2555e-009
19070	1.243e-009
19071	1.2595e-009
19072	1.4057e-009
19073	1.2271e-009
19074	4.3425e-010
19075	6.0696e-010
19076	4.3496e-010
19077	3.1035e-010
19078	3.5879e-010
19079	5.1166e-010
19080	3.0917e-010
19081	4.7579e-010
19082	3.5974e-010
19083	2.8696e-010
19084	1.2394e-009
19085	1.0289e-009
19086	1.0396e-009
19087	1.2095e-009
19088	1.1414e-009
19089	9.1009e-010
19090	1.3145e-009
19091	1.3713e-009
19092	1.1063e-009
19093	1.0542e-009
19094	1.2224e-009
19095	1.3783e-009
19096	1.2286e-009
19097	1.3887e-009
19098	1.2948e-009
19099	4.3286e-010
19100	6.3537e-010
19101	6.5271e-010
19102	5.6602e-010
19103	4.0233e-010
19104	3.4905e-010
19105	6.0287e-010
19106	5.5021e-010
19107	4.3714e-010
19108	4.4369e-010
19109	5.2547e-010
19110	3.7002e-010
19111	3.2205e-010
19112	5.6763e-010
19113	4.4726e-010
19114	3.9867e-010
19115	6.4485e-010
19116	8.802e-010
19117	7.3048e-010
19118	7.4461e-010
19119	8.4832e-010
19120	6.635e-010
19121	9.9733e-010
19122	5.845e-010
19123	6.0127e-010
19124	5.1927e-010
19125	4.4424e-010
19126	4.2773e-010
19127	8.5263e-010
19128	1.0649e-009
19129	8.4562e-010
19130	9.4913e-010
19131	7.2318e-010
19132	6.8736e-010
19133	1.1153e-009
19134	1.1623e-009
19135	9.1728e-010
19136	8.1235e-010
19137	1.0843e-009
19138	8.311e-010
19139	8.3244e-010
19140	1.0845e-009
19141	1.1585e-009
19142	1.0201e-009
19143	7.6948e-010
19144	1.0394e-009
19145	7.9646e-010
19146	7.4994e-010
19147	6.9352e-010
19148	7.0377e-010
19149	5.7408e-010
19150	5.3095e-010
19151	1.0134e-010
19152	1.2001e-010
19153	9.4278e-011
19154	7.7669e-011
19155	5.9263e-011
19156	4.5388e-011
19157	1.0422e-010
19158	3.1094e-011
19159	6.6984e-011
19160	1.1146e-010
19161	4.8336e-011
19162	3.6649e-011
19163	1.4646e-010
19164	9.369e-011
19165	1.6875e-010
19166	1.7532e-010
19167	1.4555e-010
19168	1.3437e-010
19169	1.3105e-010
19170	9.6213e-011
19171	7.8552e-011
19172	1.6225e-010
19173	8.7128e-011
19174	1.1341e-010
19175	1.1614e-010
19176	2.1816e-010
19177	2.8055e-010
19178	2.3545e-010
19179	2.9056e-010
19180	2.8444e-010
19181	2.9891e-010
19182	2.9117e-010
19183	2.4722e-010
19184	2.2806e-010
19185	2.4781e-010
19186	2.8029e-010
19187	1.8639e-010
19188	1.9152e-010
19189	2.6676e-010
19190	2.2407e-010
19191	2.2849e-010
19192	3.7076e-010
19193	3.2656e-010
19194	1.9704e-010
19195	2.8491e-010
19196	3.9101e-010
19197	3.3867e-010
19198	1.9754e-010
19199	2.6484e-010
19200	3.4256e-010
19201	2.7546e-010
19202	3.2847e-010
19203	3.0477e-010
19204	1.8914e-009
19205	1.7323e-009
19206	1.8003e-009
19207	1.814e-009
19208	1.8068e-009
19209	1.7573e-009
19210	1.801e-009
19211	1.7371e-009
19212	1.6997e-009
19213	1.7872e-009
19214	1.7891e-009
19215	1.9967e-009
19216	1.8951e-009
19217	1.9304e-009
19218	1.8328e-009
19219	1.9165e-009
19220	1.8713e-009
19221	1.9312e-009
19222	1.7574e-009
19223	1.9495e-009
19224	1.863e-009
19225	1.8103e-009
19226	1.8436e-009
19227	1.9154e-009
19228	1.8609e-009
19229	1.9336e-009
19230	1.9014e-009
19231	1.8881e-009
19232	1.6975e-009
19233	1.8125e-009
19234	1.7605e-009
19235	1.8407e-009
19236	1.827e-009
19237	1.8404e-009
19238	1.7226e-009
19239	1.8016e-009
19240	1.8568e-009
19241	2.0243e-009
19242	2.1222e-009
19243	2.404e-009
19244	2.1318e-009
19245	2.2871e-009
19246	2.222e-009
19247	2.1583e-009
19248	1.9468e-009
19249	2.0318e-009
19250	1.9995e-009
19251	1.8519e-009
19252	2.1614e-009
19253	2.2493e-009
19254	1.3865e-009
19255	1.3572e-009
19256	1.3483e-009
19257	1.3879e-009
19258	1.3754e-009
19259	1.4548e-009
19260	1.45e-009
19261	1.373e-009
19262	1.332e-009
19263	1.3387e-009
19264	1.3711e-009
19265	1.3564e-009
19266	1.4449e-009
19267	1.4186e-009
19268	2.5089e-009
19269	2.3665e-009
19270	2.3955e-009
19271	2.4989e-009
19272	2.4458e-009
19273	2.5061e-009
19274	2.4345e-009
19275	2.5338e-009
19276	2.4351e-009
19277	2.4149e-009
19278	2.5402e-009
19279	2.5098e-009
19280	2.5683e-009
19281	2.5072e-009
19282	2.5149e-009
19283	2.6419e-009
19284	2.6668e-009
19285	2.668e-009
19286	2.6742e-009
19287	2.7245e-009
19288	2.7082e-009
19289	1.3732e-009
19290	1.4171e-009
19291	1.4364e-009
19292	1.4872e-009
19293	1.4977e-009
19294	1.4979e-009
19295	1.4808e-009
19296	2.5092e-009
19297	2.6145e-009
19298	2.6614e-009
19299	2.6193e-009
19300	2.6686e-009
19301	2.6935e-009
19302	2.7061e-009
19303	1.3788e-009
19304	1.4295e-009
19305	1.4416e-009
19306	1.4903e-009
19307	1.5031e-009
19308	1.4879e-009
19309	1.4896e-009
19310	1.295e-009
19311	1.4161e-009
19312	1.3812e-009
19313	1.3436e-009
19314	1.3472e-009
19315	1.4203e-009
19316	1.55e-009
19317	1.5233e-009
19318	1.4903e-009
19319	1.4626e-009
19320	1.5034e-009
19321	1.4645e-009
19322	1.8654e-009
19323	1.811e-009
19324	1.7726e-009
19325	1.8631e-009
19326	1.8352e-009
19327	1.7138e-009
19328	2.0514e-009
19329	1.9959e-009
19330	2.01e-009
19331	2.0784e-009
19332	2.0122e-009
19333	1.9837e-009
19334	1.3575e-009
19335	1.3576e-009
19336	1.4474e-009
19337	1.4365e-009
19338	1.3949e-009
19339	1.4113e-009
19340	1.3997e-009
19341	1.3752e-009
19342	1.4508e-009
19343	1.4339e-009
19344	1.4157e-009
19345	1.3175e-009
19346	1.2963e-009
19347	1.4036e-009
19348	1.3733e-009
19349	1.3243e-009
19350	1.3612e-009
19351	1.3675e-009
19352	1.3514e-009
19353	1.4137e-009
19354	1.3993e-009
19355	2.2975e-009
19356	2.1959e-009
19357	2.3663e-009
19358	2.2151e-009
19359	2.382e-009
19360	2.3335e-009
19361	2.4173e-009
19362	2.4064e-009
19363	2.4227e-009
19364	2.4146e-009
19365	2.3465e-009
19366	2.4873e-009
19367	2.3597e-009
19368	2.4641e-009
19369	2.4352e-009
19370	2.5049e-009
19371	2.5111e-009
19372	2.5088e-009
19373	2.527e-009
19374	1.3711e-009
19375	1.4401e-009
19376	1.4043e-009
19377	1.4031e-009
19378	1.4204e-009
19379	1.3951e-009
19380	1.3887e-009
19381	1.2797e-009
19382	1.366e-009
19383	1.3021e-009
19384	1.3442e-009
19385	1.3042e-009
19386	1.3159e-009
19387	1.3546e-009
19388	2.0455e-009
19389	2.1564e-009
19390	2.1373e-009
19391	2.1094e-009
19392	2.0823e-009
19393	2.1867e-009
19394	2.2722e-009
19395	2.2189e-009
19396	2.3158e-009
19397	2.272e-009
19398	2.3598e-009
19399	2.2922e-009
19400	2.3896e-009
19401	2.3207e-009
19402	1.3878e-009
19403	1.4468e-009
19404	1.4552e-009
19405	2.5456e-009
19406	2.5066e-009
19407	2.5554e-009
19408	2.6172e-009
19409	2.6744e-009
19410	2.7257e-009
19411	2.71e-009
19412	2.7147e-009
19413	2.713e-009
19414	1.3979e-009
19415	1.4856e-009
19416	1.4893e-009
19417	1.4705e-009
19418	1.4795e-009
19419	1.4686e-009
19420	2.5508e-009
19421	2.6093e-009
19422	2.6726e-009
19423	2.6514e-009
19424	2.6834e-009
19425	2.6689e-009
19426	1.4124e-009
19427	1.4912e-009
19428	1.4817e-009
19429	1.503e-009
19430	1.488e-009
19431	1.4821e-009
19432	1.4258e-009
19433	1.4079e-009
19434	1.4165e-009
19435	1.43e-009
19436	1.4149e-009
19437	1.4316e-009
19438	1.3888e-009
19439	1.3627e-009
19440	1.3252e-009
19441	1.302e-009
19442	1.3146e-009
